lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,mu.77,mu.78,mu.79,mu.80,mu.81,mu.82,mu.83,mu.84,mu.85,mu.86,mu.87,mu.88,mu.89,mu.90,mu.91,mu.92,mu.93,mu.94,mu.95,mu.96,mu.97,mu.98,mu.99,mu.100
# Adaptation terminated
# Step size = 0.689785
# Diagonal elements of inverse mass matrix:
# 0.00813359, 0.00712894, 0.00757927, 0.00668216, 0.00837888, 0.00814285, 0.00633742
-32.4624,0.572319,0.689785,2,3,0,39.6136,-0.0477222,0.23644,-0.367372,0.0530558,0.0441955,0.033247,0.87348,-0.454352,-0.375619,-0.5424,0.644532,0.162815,0.37112,-0.482351,-0.832622,-0.182912,-0.68727,0.275409,0.372083,-0.0718585,-0.326887,0.330547,-0.0806753,-0.141789,-0.174693,-0.614208,-0.165171,-0.0408414,-0.131168,-0.713432,-1.15363,0.400229,-1.0601,-0.309459,-0.869441,0.384542,0.13774,0.0838864,-0.388866,-0.33488,-0.771874,0.661207,0.483895,-0.661365,-0.351014,-0.600539,0.0554143,-0.118966,0.546844,0.24568,-0.271624,-0.103824,-0.163525,-0.661822,0.0205607,0.32409,0.239184,-0.219743,-0.796752,-0.303967,0.147204,-0.0489217,-0.339368,-0.137166,-0.287774,-0.138921,-0.548102,0.0688554,-0.726501,-0.17739,0.541813,-0.130624,-0.0955277,-0.406654,0.414061,0.286569,0.0259065,-0.0866401,-0.0156451,-0.406853,-0.603045,-0.0666896,0.241363,-0.123847,0.64913,-0.374117,0.199963,-0.334402,-0.327173,-0.425669,-0.148279,-0.120593,0.0230165,-0.422945,-0.44347,-0.130958,-0.346123,-0.202182,0.108544,-0.458489,0.464423,0.162816,0.384425,-1.11787,-0.454094,0.114131,0.501866
-33.4145,0.806306,0.689785,2,7,0,36.6992,0.0907855,0.326089,-0.447574,0.130558,-0.000916857,-0.0201976,0.745777,-0.309584,-0.541903,-0.460635,1.07772,0.329132,0.527726,-0.43229,-0.950604,0.0744137,-0.710377,0.496123,0.569204,0.117914,-0.207291,0.609841,-0.102605,0.145674,-0.323278,-0.610479,-0.129127,0.144394,-0.304009,-0.674395,-1.27514,0.81376,-1.28817,-0.355015,-0.868808,0.778024,0.273606,0.245536,-0.253856,-0.174591,-0.916126,0.915594,0.861963,-0.950236,-0.346397,-0.574897,0.255782,0.185586,0.808667,0.369227,-0.0172035,0.0541938,-0.119329,-0.706892,0.0562344,0.612611,0.379095,-0.248217,-0.842626,-0.193085,0.0644718,0.0627592,-0.269811,-0.202503,-0.162052,-0.00344705,-0.674946,0.107655,-0.714504,-0.115568,0.905263,-0.0288435,0.0154321,-0.484252,0.675989,0.495027,0.0380229,0.0906689,0.0444594,-0.227314,-0.614428,0.0394794,0.519107,-0.0655284,0.87888,-0.351703,0.379139,-0.213237,-0.451147,-0.168956,0.0447279,0.00506604,0.177039,-0.309246,-0.400634,-0.126167,-0.301702,-0.11763,0.335457,-0.260164,0.627659,0.503234,0.564262,-1.09797,-0.472056,0.254493,0.815842
-31.0833,1,0.689785,3,7,0,34.3023,0.133381,0.233804,-0.28658,0.00569814,-0.0346278,0.0411824,0.862832,-0.218353,-0.115468,-0.364321,0.697502,0.33076,0.347691,-0.276475,-0.447433,0.098635,-0.474142,0.39617,0.538534,-2.54963e-05,-0.0174346,0.502423,-0.0661385,-0.0169151,0.0401866,-0.00423349,0.0523492,0.149745,-0.0234925,-0.396194,-0.806489,0.532259,-0.653274,-0.054571,-0.60821,0.587499,0.317443,0.209202,-0.00495215,-0.195943,-0.574257,0.666554,0.583804,-0.478789,-0.0603394,-0.285274,0.127986,0.134101,0.530119,0.309089,0.0431487,0.150095,-0.0112333,-0.451832,0.217888,0.449636,0.346978,-0.0168652,-0.614521,-0.149604,0.446524,0.0267637,-0.335398,0.0945566,-0.141552,0.109608,-0.19971,0.0475446,-0.37494,0.0605422,0.564542,0.00158073,-0.0111249,-0.188326,0.460275,0.485603,0.123144,-0.0607214,0.304457,0.00487873,-0.325006,-0.016762,0.44135,0.0458955,0.634563,-0.0891799,0.161994,-0.21111,-0.065737,-0.186903,0.102975,-0.0344367,0.119507,-0.154444,-0.1404,0.0738597,-0.0896381,0.0301025,0.180194,-0.244499,0.312438,0.407648,0.704097,-0.625045,-0.249667,0.312977,0.64052
-30.364,0.819018,0.689785,3,7,0,35.8317,0.11593,0.245122,-0.351873,0.0132754,0.0061505,0.1461,0.756033,-0.425234,-0.0147688,-0.432409,0.737364,0.28904,0.523575,-0.200852,-0.571415,-0.0845279,-0.536076,0.371576,0.659776,0.0748723,-0.130254,0.522405,0.0113065,-0.198321,0.123665,-0.0869205,0.0869063,0.0846297,0.193278,-0.494595,-1.01329,0.435588,-0.821087,0.00288928,-0.924845,0.60738,0.419369,0.322639,-0.0884476,-0.371248,-0.722572,0.774772,0.6132,-0.39022,-0.0929176,-0.488143,0.0560173,-0.0754884,0.836748,0.351902,-0.296212,-0.0219705,0.0275585,-0.557508,0.215554,0.549885,0.501853,0.00533971,-0.722273,-0.222063,0.627028,0.122259,-0.354375,0.213345,-0.258886,0.0793122,-0.235386,0.0910223,-0.564838,0.0628355,0.553381,0.045497,0.0220083,-0.242769,0.517909,0.625954,0.204943,-0.187225,0.235541,-0.221637,-0.484477,0.0483132,0.499765,0.158522,0.805847,-0.0581985,0.202525,-0.338861,0.0177225,-0.462289,0.021283,0.012599,0.138359,-0.235819,-0.135085,0.038275,-0.0444265,-0.00537144,0.109152,-0.379409,0.414688,0.335055,0.90021,-0.86931,-0.162272,0.271648,0.643079
-32.1182,0.753386,0.689785,3,7,0,34.3334,0.129027,0.298548,-0.467324,0.115905,-0.0734332,0.127524,0.919435,-0.450095,-0.307301,-0.425611,1.08583,0.422098,0.579931,-0.240469,-0.861925,-0.0403196,-0.617244,0.564097,0.813257,0.216452,-0.171234,0.608968,-0.118543,-0.105811,-0.152526,-0.295896,-0.0288467,0.174931,-0.101445,-0.545233,-1.33509,0.68419,-1.27987,-0.218287,-1.13683,0.834582,0.356497,0.371242,-0.0142735,-0.354294,-1.16446,0.911333,0.975982,-0.639905,-0.242924,-0.628711,0.0524871,0.106792,1.05036,0.24516,-0.271112,-0.135671,-0.121054,-0.729667,-0.0052569,0.685954,0.513281,-0.200219,-0.990354,-0.250977,0.360742,0.215423,-0.460741,0.0157014,-0.306609,0.0999786,-0.518004,-0.0174611,-0.787955,0.0480468,0.818668,0.0722994,0.144586,-0.416772,0.737263,0.795192,0.135602,-0.113889,0.0846467,-0.25582,-0.654632,-0.0260818,0.661133,0.170185,0.968694,-0.140576,0.255224,-0.385524,-0.190247,-0.396467,0.205141,0.0487955,0.223492,-0.177582,-0.136241,-0.141771,0.0489119,-0.0545985,0.225719,-0.324423,0.392789,0.554466,0.995233,-0.964928,-0.313831,0.228892,0.993051
-30.7917,0.938874,0.689785,3,7,0,34.0872,0.039808,0.322845,-0.379982,0.0506996,0.0286282,0.0454873,0.827148,-0.417967,-0.334999,-0.568272,0.825795,0.171315,0.453442,-0.40855,-0.801076,-0.00600261,-0.760262,0.293126,0.506757,-0.0296237,-0.20882,0.571349,-0.131249,-0.0535492,-0.156342,-0.32616,-0.0590164,0.022875,-0.111348,-0.690128,-1.17995,0.595769,-1.05647,-0.193509,-0.932633,0.682032,0.359018,0.222374,-0.284822,-0.347056,-0.774074,0.790703,0.597336,-0.878445,-0.260533,-0.583151,0.145422,-0.0232508,0.727394,0.385304,-0.159537,0.0618966,-0.0549479,-0.71725,0.182256,0.557872,0.397066,-0.143416,-0.794859,-0.273054,0.359979,-0.0563647,-0.356427,-0.0399304,-0.25302,-0.0320062,-0.497174,0.0438082,-0.633354,-0.127321,0.647425,-0.0967464,-0.161521,-0.463034,0.47393,0.452211,0.0243384,-0.153544,0.152103,-0.2247,-0.606551,0.0221709,0.456429,-0.072302,0.750236,-0.280805,0.221881,-0.327233,-0.307891,-0.352884,-0.127752,-0.0872108,0.0462812,-0.40106,-0.395773,-0.0628597,-0.374862,-0.120021,0.136735,-0.38545,0.502444,0.359728,0.678576,-1.07731,-0.372702,0.249283,0.546825
-31.5896,0.725743,0.689785,3,7,0,34.3603,0.23736,0.244662,-0.38693,0.0363432,-0.0501515,0.209942,0.839458,-0.391396,0.115705,-0.304156,0.929913,0.460559,0.659147,-0.00950163,-0.500497,-0.0216477,-0.405191,0.5474,0.908931,0.265309,-0.0203698,0.643002,0.0664155,-0.185529,0.222795,0.111697,0.203603,0.222873,0.30548,-0.336223,-1.01284,0.539225,-0.832124,0.109883,-0.99869,0.795989,0.5412,0.496754,0.149308,-0.346152,-0.850895,0.898652,0.859592,-0.212732,0.0173711,-0.446543,0.0596844,0.0392135,1.10709,0.36002,-0.306939,-0.0425364,0.0893288,-0.507705,0.222914,0.721897,0.665926,0.0719904,-0.750734,-0.151891,0.784871,0.320642,-0.364571,0.360116,-0.235209,0.234918,-0.136494,0.0986589,-0.549817,0.235287,0.677464,0.202655,0.215727,-0.159537,0.699389,0.909347,0.326952,-0.163715,0.307495,-0.138745,-0.444438,0.101629,0.710083,0.37415,0.981661,0.123911,0.256526,-0.326986,0.182392,-0.442422,0.246727,0.14695,0.282477,-0.052129,0.0948287,0.0787357,0.248447,0.112238,0.18693,-0.283136,0.391666,0.518805,1.22255,-0.715659,-0.0197927,0.343114,0.909644
-31.1294,1,0.689785,3,7,0,32.7696,0.0980983,0.287343,-0.484209,0.0458853,-0.0264269,0.0301736,0.802738,-0.406398,-0.347135,-0.565058,0.992854,0.52708,0.503824,-0.573535,-0.881496,-0.063404,-0.718291,0.647128,0.700698,-0.0157406,-0.220476,0.530575,-0.042517,-0.082149,-0.0514859,-0.534347,-0.0946902,0.16614,-0.135781,-0.728882,-1.36894,0.687235,-1.20881,-0.31131,-0.943989,0.615467,0.216654,0.171558,-0.200558,-0.277705,-0.994018,0.973452,0.870363,-0.607967,-0.281654,-0.543325,0.135354,0.118946,0.691255,0.339718,-0.0739273,0.0143535,-0.178973,-0.70858,0.105759,0.468007,0.364855,-0.179708,-1.03457,-0.279822,0.339392,0.0682841,-0.485614,-0.0495463,-0.264093,0.0157208,-0.505026,0.134033,-0.798246,-0.00752346,0.868984,-0.0418868,0.0822099,-0.29862,0.724911,0.569443,0.182835,0.0436752,0.210385,-0.276198,-0.58083,-0.117939,0.456195,-0.0181792,0.955652,-0.327222,0.298964,-0.334333,-0.228778,-0.371506,0.132125,-0.0795662,0.185196,-0.307315,-0.349512,-0.0137963,-0.158029,-0.0884415,0.3054,-0.477202,0.544971,0.433932,0.710436,-1.16699,-0.558433,0.320572,1.0218
-32.8795,0.864354,0.689785,2,3,0,33.8201,0.118267,0.384311,-0.34957,0.0975912,0.13153,0.0750272,0.869146,-0.372666,-0.253935,-0.460758,0.93567,-0.0550504,0.707729,-0.106554,-0.769863,0.118291,-0.731749,0.109535,0.502118,0.186048,-0.156667,0.799843,-0.00162493,0.130058,-0.172789,-0.243815,0.0922665,0.0030143,0.0957697,-0.630253,-1.04059,0.701405,-0.995276,0.0135367,-0.936715,0.942538,0.682667,0.485047,-0.364148,-0.298517,-0.505999,0.89485,0.555445,-1.08385,-0.189031,-0.632381,0.352476,-0.0916858,1.12425,0.653019,-0.245391,0.176665,0.226766,-0.666613,0.380739,0.884741,0.658435,0.00073097,-0.470158,-0.134635,0.472484,0.0319585,-0.00332923,0.0799627,-0.114235,0.0165751,-0.497748,0.195459,-0.486947,-0.154682,0.688781,0.0190426,-0.220178,-0.570045,0.469073,0.516785,0.0452874,-0.160612,0.13007,-0.204211,-0.616776,0.394523,0.635345,0.0341019,0.852472,-0.160559,0.422719,-0.184646,-0.319831,-0.274078,-0.307342,0.108088,0.0977175,-0.432904,-0.386868,-0.0171628,-0.509259,-0.0572067,0.161515,-0.191587,0.817194,0.413016,0.779698,-1.10371,-0.0568359,0.301349,0.253226
-33.0947,0.99377,0.689785,3,7,0,35.177,0.214171,0.373301,-0.419012,0.133926,0.0986291,0.0986189,0.87591,-0.339692,-0.221862,-0.355356,1.15118,0.154712,0.858122,-0.0277171,-0.804781,0.133714,-0.631173,0.338347,0.706076,0.357132,-0.118456,0.867143,0.0985318,0.177323,-0.11989,-0.308312,0.13855,0.136704,0.149805,-0.561406,-1.12045,0.824027,-1.11131,0.0145184,-0.981867,1.0464,0.710266,0.59661,-0.238131,-0.226056,-0.648962,1.06343,0.821025,-0.914592,-0.160982,-0.62086,0.39439,0.0262702,1.33532,0.669527,-0.240888,0.134637,0.236254,-0.629468,0.343463,0.987036,0.763435,0.0150817,-0.536967,-0.0697713,0.487684,0.227116,0.0232616,0.132604,-0.0757324,0.11262,-0.498934,0.27833,-0.558404,-0.0313328,0.884171,0.152457,0.00622392,-0.488389,0.694401,0.715094,0.177947,-0.025509,0.135936,-0.216416,-0.602551,0.431507,0.765556,0.184817,1.06407,-0.089543,0.547649,-0.142575,-0.237489,-0.246149,-0.0989538,0.231788,0.257832,-0.299717,-0.258697,0.00446857,-0.28191,0.0127427,0.302309,-0.134927,0.905688,0.545942,0.927378,-1.09174,-0.0246246,0.355089,0.567317
-32.1266,0.8769,0.689785,3,7,0,38.5252,0.12026,0.323642,-0.434277,-0.0940164,-0.117254,0.0682421,0.848032,-0.434565,-0.113105,-0.75442,0.850349,0.62588,0.282714,-0.711184,-0.624477,0.0245343,-0.823451,0.660612,0.810646,-0.306429,-0.0586934,0.595676,-0.226386,-0.290403,0.20538,0.119611,0.00790849,0.183007,-0.0881461,-0.703168,-1.32377,0.635664,-0.908351,-0.149852,-0.965553,0.651322,0.293271,0.0822251,0.0288862,-0.446701,-1.00329,0.905004,0.77972,-0.557047,-0.0885654,-0.390803,-0.0168814,0.152055,0.413629,0.306421,0.100123,0.195636,-0.203861,-0.759345,0.300111,0.395969,0.336456,-0.0629288,-1.20864,-0.400267,0.826894,-0.133191,-0.883928,0.158731,-0.383071,0.117708,-0.18411,-0.0739603,-0.641182,0.111272,0.7071,-0.150417,-0.101575,-0.178711,0.601785,0.669237,0.174512,-0.2312,0.613541,0.021086,-0.480823,-0.350818,0.502143,-0.0426383,0.837455,-0.20769,-0.00659704,-0.51304,-0.00122633,-0.459512,0.194804,-0.292093,0.0578877,-0.288889,-0.247977,0.151044,-0.109686,0.00231577,0.150951,-0.637325,0.172511,0.514118,1.09322,-0.963841,-0.616806,0.480189,1.08851
-32.2311,0.960096,0.689785,3,7,0,34.402,0.0905515,0.370021,-0.494377,0.0534462,0.0912461,0.0568514,0.853334,-0.500393,-0.322841,-0.660329,1.03536,0.2852,0.693796,-0.499025,-0.979955,-0.0596167,-0.875987,0.439908,0.656859,0.0161839,-0.282033,0.698495,0.0263273,-0.0428555,-0.0606759,-0.574709,-0.0275711,0.0577805,0.0323974,-0.874979,-1.43791,0.723826,-1.26631,-0.195355,-1.08951,0.766113,0.463138,0.310961,-0.428751,-0.361707,-0.830605,1.09118,0.750825,-0.894305,-0.299918,-0.700555,0.265487,-0.0656852,0.958387,0.591022,-0.23105,0.0907262,0.00306258,-0.801665,0.300355,0.682477,0.550359,-0.0944323,-0.90633,-0.279059,0.494934,0.0223591,-0.30139,0.0225843,-0.246634,-0.0380592,-0.573792,0.251174,-0.800072,-0.120113,0.871386,-0.052968,-0.0950496,-0.459544,0.670833,0.551455,0.168131,-0.0536438,0.203909,-0.370454,-0.701595,0.125148,0.529879,-0.0364786,1.0511,-0.346842,0.422535,-0.324561,-0.297618,-0.460333,-0.162355,-0.0302303,0.139714,-0.501491,-0.502535,0.0118318,-0.443042,-0.11807,0.257043,-0.495405,0.843049,0.382315,0.7691,-1.44171,-0.423165,0.356229,0.717004
-34.5255,0.812624,0.689785,3,7,0,37.9004,0.144157,0.138494,-0.296395,-0.00627676,-0.211761,0.240882,0.892117,-0.399294,0.151601,-0.267644,0.629951,0.533002,0.259496,-0.0428843,-0.297893,-0.10899,-0.262739,0.545267,0.852853,0.109561,0.0292137,0.345792,-0.183942,-0.433329,0.213029,0.433297,0.109005,0.208364,0.109728,-0.134214,-0.862392,0.26816,-0.647612,0.028724,-0.943208,0.539973,0.242673,0.274796,0.444169,-0.440535,-1.07094,0.51136,0.766779,0.0877989,0.0514849,-0.315093,-0.293025,0.0865863,0.693494,-0.0873994,-0.289971,-0.235553,-0.162992,-0.460139,-0.0607196,0.391681,0.382423,-0.0546478,-0.914092,-0.265088,0.692337,0.243444,-0.737412,0.307101,-0.397799,0.246318,0.0113043,-0.265129,-0.510177,0.313208,0.374019,0.120167,0.242235,-0.0568145,0.520352,0.880443,0.208622,-0.346464,0.281541,-0.0243134,-0.354758,-0.28531,0.561215,0.362646,0.635885,0.196418,-0.138491,-0.498891,0.293337,-0.487799,0.465859,-0.0271253,0.168941,0.124685,0.306906,-0.0347796,0.555971,0.0912996,-0.00306318,-0.33417,-0.26897,0.467641,1.22904,-0.270803,-0.115591,0.182403,0.999765
-33.6786,1,0.689785,3,7,0,36.1752,0.0367396,0.332768,-0.429847,0.070984,0.166102,0.0374246,0.776015,-0.473261,-0.336705,-0.589943,0.869888,0.0868099,0.691848,-0.41665,-0.949345,-0.105252,-0.811337,0.249316,0.453383,0.0431862,-0.339416,0.602636,0.0988925,0.0106162,-0.118742,-0.729066,-0.0482887,-0.0361214,0.0795764,-0.85573,-1.26321,0.598532,-1.16115,-0.181149,-0.961478,0.63129,0.437782,0.293322,-0.581653,-0.310691,-0.597642,0.965339,0.541722,-0.896329,-0.334922,-0.706667,0.309905,-0.182398,0.915611,0.61334,-0.313758,0.0617463,0.0670379,-0.712863,0.289511,0.625903,0.508009,-0.0827081,-0.671825,-0.228243,0.340112,0.00433646,-0.0825348,-0.0272992,-0.18317,-0.122213,-0.607545,0.325028,-0.731054,-0.21532,0.744638,-0.061138,-0.147892,-0.488432,0.534914,0.362232,0.124451,-0.0197134,0.0583601,-0.463398,-0.676149,0.24542,0.402298,-0.082747,0.923973,-0.379022,0.473765,-0.234402,-0.36019,-0.429619,-0.331425,0.0111105,0.0976978,-0.559996,-0.573049,-0.0201113,-0.571271,-0.164217,0.216466,-0.430858,0.943768,0.220273,0.497199,-1.43974,-0.328427,0.261559,0.407018
-32.814,0.946126,0.689785,2,7,0,36.1613,0.117737,0.209979,-0.31605,0.0296823,0.153534,0.0117625,0.84836,-0.240645,-0.107853,-0.336579,0.666089,0.201157,0.615263,-0.271657,-0.579152,-0.0384457,-0.467598,0.310843,0.390966,0.0912889,-0.184094,0.46943,0.264978,0.0903371,0.092915,-0.568296,0.0557059,0.0652388,0.225365,-0.563263,-0.798277,0.476644,-0.694059,-0.0417997,-0.526127,0.423578,0.360996,0.261194,-0.401611,-0.0931977,-0.243637,0.819136,0.439606,-0.418437,-0.150386,-0.388714,0.346331,-0.0735233,0.677481,0.577253,-0.132453,0.146664,0.147946,-0.367439,0.335377,0.460724,0.433479,0.0686742,-0.362484,-0.0585897,0.341584,0.106066,0.0844899,0.0894711,-0.011861,-0.0235587,-0.316318,0.437478,-0.447899,-0.0593256,0.637421,0.050422,0.0247135,-0.173437,0.493073,0.285226,0.251912,0.163596,0.148432,-0.306185,-0.353461,0.27804,0.295761,0.0172956,0.78476,-0.219066,0.491199,-0.0384433,-0.127119,-0.240314,-0.166075,0.101819,0.183065,-0.337965,-0.363856,0.135342,-0.338046,-0.0275668,0.286668,-0.268198,0.876,0.167906,0.334555,-1.02167,-0.176497,0.298955,0.392527
-35.626,0.722086,0.689785,3,7,0,40.0675,0.0393436,0.398552,-0.406424,0.130512,-0.195771,0.222564,0.796926,-0.610232,-0.383347,-0.557887,1.0498,0.141928,0.350722,-0.0969345,-0.862139,0.0407593,-0.801838,0.272963,0.833462,0.145153,-0.110382,0.712841,-0.581299,-0.285472,-0.396082,0.336588,-0.0464223,0.054317,-0.331304,-0.4767,-1.42266,0.649805,-1.36876,-0.177739,-1.50472,1.13737,0.487504,0.419316,0.20561,-0.670567,-1.51286,0.655088,0.919111,-1.10534,-0.238114,-0.777441,-0.216081,0.0580192,1.15428,0.0104997,-0.400333,-0.227498,-0.199907,-0.996065,-0.120906,0.85207,0.527722,-0.331428,-1.17681,-0.428803,0.489518,0.0298634,-0.824016,-0.000872085,-0.543276,0.128699,-0.550589,-0.54081,-0.758155,-0.0142765,0.563898,-0.0509158,-0.158852,-0.747907,0.501502,0.962132,-0.179454,-0.64115,0.0717741,-0.0644131,-0.848869,-0.183882,0.862064,0.154905,0.725133,-0.0214919,-0.144305,-0.677734,-0.284719,-0.499547,0.143913,-0.103506,0.00377034,-0.186656,-0.0261032,-0.360894,0.0401223,-0.107418,-0.0998546,-0.311596,-0.171171,0.710586,1.44341,-0.720175,-0.235171,0.109146,0.795706
-32.1905,1,0.689785,3,7,0,37.2626,0.10793,0.228083,-0.448866,0.122122,0.100751,0.0566265,0.800454,-0.376871,-0.292601,-0.338549,0.94372,0.325304,0.740315,-0.268024,-0.884683,-0.151467,-0.519944,0.489422,0.578687,0.259196,-0.300302,0.481608,0.220576,0.0385772,-0.0813653,-0.853555,-0.0440424,0.109427,0.0989978,-0.639099,-1.16881,0.579978,-1.16782,-0.224358,-0.857351,0.543499,0.295192,0.333974,-0.375378,-0.162893,-0.718461,0.962582,0.761794,-0.466209,-0.306489,-0.607857,0.268758,-0.041579,0.985408,0.455067,-0.325451,-0.101958,0.00823701,-0.53902,0.089375,0.563684,0.488549,-0.110166,-0.65793,-0.123262,0.164094,0.267554,-0.0213777,-0.0251359,-0.124866,-0.0336189,-0.570039,0.375401,-0.766743,-0.0565822,0.836248,0.10743,0.202889,-0.308197,0.716873,0.488652,0.25837,0.186991,-0.0574062,-0.501789,-0.568976,0.215995,0.416217,0.101716,1.00176,-0.276207,0.551555,-0.14857,-0.23396,-0.353032,-0.0171663,0.161737,0.279282,-0.306255,-0.33887,-0.0505306,-0.171259,-0.0968726,0.350072,-0.307791,0.883735,0.274538,0.466038,-1.21478,-0.271324,0.206104,0.726199
-34.2924,0.743895,0.689785,2,7,0,37.7672,0.066304,0.0683882,-0.300684,0.168524,-0.0482907,0.125833,0.771747,-0.285866,-0.215816,-0.00561244,0.665519,0.286952,0.458799,0.0833956,-0.589646,-0.203309,-0.111324,0.405213,0.502963,0.413812,-0.201592,0.176253,0.0692233,-0.0774949,-0.180838,-0.531296,-0.0721123,0.127656,-0.0137157,-0.179186,-0.765055,0.278972,-0.914086,-0.216534,-0.712415,0.35722,0.0654895,0.292722,0.0216403,-0.137045,-0.837161,0.484614,0.700205,-0.0405462,-0.230298,-0.45134,-0.037749,0.0227949,0.845665,-0.0298986,-0.430364,-0.4069,-0.121637,-0.321075,-0.299186,0.369982,0.304409,-0.212579,-0.524704,-0.0752377,-0.103224,0.408842,-0.0957637,-0.0575476,-0.171551,0.0396197,-0.426087,0.0490605,-0.618351,0.0677247,0.500343,0.19973,0.393407,-0.213765,0.551163,0.526296,0.153542,0.0782223,-0.292818,-0.405684,-0.420048,0.044997,0.353477,0.272091,0.633814,-0.0398018,0.268576,-0.174924,-0.0951265,-0.273604,0.262686,0.216115,0.272613,0.0419282,0.0661015,-0.244108,0.325921,-0.0650689,0.190473,-0.0861525,0.262655,0.25013,0.435723,-0.511944,-0.0674373,-0.0625336,0.692245
-32.2686,0.870827,0.689785,2,3,0,36.7663,0.0964951,0.162979,-0.417007,0.162589,-0.075397,0.194253,0.782962,-0.46175,-0.209349,-0.187879,0.906694,0.383176,0.590148,0.0105295,-0.771039,-0.229022,-0.323283,0.520108,0.755754,0.4058,-0.230393,0.362489,0.0017875,-0.200538,-0.139611,-0.440198,-0.041285,0.149194,0.0271458,-0.340218,-1.13767,0.414769,-1.19581,-0.207191,-1.0889,0.594431,0.216378,0.395701,0.0466496,-0.322256,-1.15687,0.718147,0.912822,-0.199767,-0.249093,-0.627228,-0.0778642,-0.00378904,1.11973,0.044191,-0.540806,-0.427061,-0.139166,-0.552647,-0.238319,0.561008,0.47063,-0.224133,-0.835645,-0.190355,0.167976,0.42044,-0.31511,0.0310302,-0.309705,0.0799675,-0.484457,-0.00458567,-0.814184,0.100308,0.651463,0.193353,0.36619,-0.317739,0.703302,0.781028,0.193477,-0.0703232,-0.181725,-0.443777,-0.605124,0.00442488,0.550647,0.328873,0.880514,-0.0367957,0.259065,-0.352536,-0.0725574,-0.465307,0.287312,0.180934,0.288737,-0.0313937,0.049463,-0.247215,0.337143,-0.0670256,0.17813,-0.241053,0.292777,0.391151,0.839086,-0.767631,-0.131569,0.0265477,0.928096
-31.4162,0.942421,0.689785,3,7,0,33.9232,0.15305,0.206618,-0.32342,0.0360682,-0.008608,0.211623,0.766769,-0.421228,0.109362,-0.291118,0.720195,0.271852,0.583402,0.0285293,-0.470333,-0.107354,-0.378596,0.351756,0.723089,0.227015,-0.0882711,0.510274,0.0609461,-0.23155,0.171602,0.0415775,0.160352,0.107135,0.320465,-0.331598,-0.891928,0.360893,-0.741994,0.105967,-0.948343,0.63448,0.478312,0.435132,0.0368823,-0.375456,-0.722393,0.723587,0.638024,-0.20155,-0.0230727,-0.474137,0.00901571,-0.101621,1.00762,0.301979,-0.424359,-0.118836,0.0905334,-0.471692,0.170173,0.616748,0.585228,0.0515194,-0.622244,-0.167234,0.675471,0.260328,-0.284253,0.313675,-0.250251,0.142856,-0.153667,0.0757341,-0.51904,0.144504,0.490981,0.153529,0.130532,-0.199875,0.528993,0.741653,0.253158,-0.223873,0.179326,-0.228586,-0.450108,0.120783,0.569859,0.3154,0.812404,0.0918411,0.20401,-0.326891,0.139968,-0.484404,0.0949139,0.121585,0.195636,-0.116769,0.04091,0.019305,0.153535,0.0467198,0.0803183,-0.287075,0.351184,0.348751,1.0206,-0.697096,0.0289686,0.225057,0.630094
-31.6786,0.819608,0.689785,3,7,0,35.4469,0.0382651,0.304318,-0.377279,-0.0370492,0.00290565,0.13243,0.739151,-0.543537,-0.0877524,-0.675403,0.691216,0.244213,0.413541,-0.441754,-0.674272,-0.118659,-0.779735,0.313827,0.622666,-0.154204,-0.192388,0.534673,-0.132339,-0.314796,0.103958,-0.0501118,0.0188539,-0.000814663,0.0957509,-0.698122,-1.21235,0.428249,-0.91082,-0.064531,-1.06565,0.594183,0.397222,0.202961,-0.196057,-0.521154,-0.822497,0.778272,0.529192,-0.617922,-0.155302,-0.573416,-0.0104705,-0.147074,0.67967,0.35439,-0.280922,0.0238401,-0.060298,-0.738814,0.264641,0.486335,0.432714,-0.0471365,-0.928535,-0.371141,0.727652,-0.0815793,-0.577652,0.167918,-0.381758,0.00191383,-0.284584,-0.0114728,-0.651008,-0.0296123,0.50902,-0.11492,-0.183621,-0.340698,0.432891,0.55834,0.114704,-0.340187,0.326785,-0.22607,-0.591945,-0.0951294,0.447138,0.000784382,0.761433,-0.184228,0.0722627,-0.486956,-0.0656042,-0.583314,-0.107249,-0.172365,0.00264648,-0.406336,-0.302566,0.0306729,-0.251262,-0.082547,0.012292,-0.571527,0.336518,0.298216,0.938775,-1.06634,-0.349738,0.295643,0.602428
