lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,b.3,b.4,b.5,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,mu.21,mu.22,mu.23,mu.24,mu.25,mu.26,mu.27,mu.28,mu.29,mu.30,mu.31,mu.32,mu.33,mu.34,mu.35,mu.36,mu.37,mu.38,mu.39,mu.40,mu.41,mu.42,mu.43,mu.44,mu.45,mu.46,mu.47,mu.48,mu.49,mu.50,mu.51,mu.52,mu.53,mu.54,mu.55,mu.56,mu.57,mu.58,mu.59,mu.60,mu.61,mu.62,mu.63,mu.64,mu.65,mu.66,mu.67,mu.68,mu.69,mu.70,mu.71,mu.72,mu.73,mu.74,mu.75,mu.76,mu.77,mu.78,mu.79,mu.80,mu.81,mu.82,mu.83,mu.84,mu.85,mu.86,mu.87,mu.88,mu.89,mu.90,mu.91,mu.92,mu.93,mu.94,mu.95,mu.96,mu.97,mu.98,mu.99,mu.100
# Adaptation terminated
# Step size = 0.68977
# Diagonal elements of inverse mass matrix:
# 0.00812028, 0.00813517, 0.00624313, 0.00747482, 0.00760684, 0.0080585, 0.00519114
-31.3253,0.995601,0.68977,3,7,0,33.4772,0.228071,0.256184,-0.450384,0.106098,-0.047407,0.156581,0.825581,-0.36709,-0.105747,-0.276617,1.09872,0.509262,0.71663,-0.0744681,-0.70313,-0.0169988,-0.435116,0.641902,0.899905,0.349273,-0.0913414,0.64357,0.0736855,-0.0587442,0.0364845,-0.228868,0.101738,0.256476,0.132404,-0.407457,-1.15968,0.674146,-1.09433,-0.0636214,-1.01313,0.833001,0.451237,0.486606,0.0675147,-0.256349,-0.984042,0.98418,1.01209,-0.351854,-0.115766,-0.519818,0.132833,0.126577,1.17134,0.346495,-0.271924,-0.0927103,0.0161909,-0.55795,0.0978323,0.744661,0.630569,-0.0511022,-0.814974,-0.13052,0.499451,0.372363,-0.293219,0.181809,-0.200079,0.192128,-0.355305,0.145951,-0.680432,0.173369,0.853975,0.211784,0.298023,-0.245814,0.819769,0.881817,0.298414,-0.0033957,0.15508,-0.229236,-0.52133,0.114471,0.711826,0.326031,1.06815,0.000196308,0.378788,-0.27058,-0.000569819,-0.357208,0.288304,0.189509,0.342882,-0.0633771,0.00443538,-0.0172949,0.208803,0.0553825,0.307261,-0.236681,0.526147,0.56623,1.0599,-0.852915,-0.135921,0.301534,1.03875
-33.7039,0.899627,0.68977,3,7,0,34.6191,0.10056,0.246269,-0.281406,-0.107904,0.162765,0.140273,0.833437,-0.448184,0.254273,-0.568089,0.448998,0.119551,0.576349,-0.285349,-0.393174,-0.134704,-0.610936,0.160577,0.491861,-0.131392,-0.149616,0.528864,0.214502,-0.255898,0.435466,-0.0342263,0.208966,-0.0442709,0.555625,-0.630816,-0.823227,0.260329,-0.440635,0.228099,-0.762192,0.414398,0.568547,0.283879,-0.360053,-0.406495,-0.18983,0.795075,0.216413,-0.301987,0.0178517,-0.422451,0.176591,-0.329386,0.670571,0.651573,-0.321001,0.194347,0.239265,-0.46106,0.587839,0.472563,0.555255,0.254879,-0.466149,-0.21281,0.982539,-0.0359785,-0.183608,0.421121,-0.193059,0.00511231,-0.0134617,0.339017,-0.39532,0.00483387,0.377997,-0.0252447,-0.19595,-0.115082,0.325348,0.401162,0.306331,-0.229427,0.447313,-0.259005,-0.377198,0.210504,0.32974,0.069674,0.758689,-0.0764849,0.262093,-0.277891,0.16473,-0.577586,-0.321897,-0.0438691,0.0381208,-0.454895,-0.312223,0.285904,-0.364747,0.0157806,0.0316658,-0.525587,0.696162,0.0766023,0.76758,-1.06423,-0.069913,0.394569,0.228549
-31.2907,0.573451,0.68977,2,3,0,42.4303,0.019531,0.194141,-0.336491,0.0293176,-0.055053,0.057905,0.76974,-0.368352,-0.250599,-0.438475,0.636662,0.338812,0.275828,-0.405552,-0.637401,-0.114407,-0.530768,0.412975,0.49672,-0.0489835,-0.186445,0.310601,-0.12646,-0.180614,-0.0678915,-0.30313,-0.103247,0.0727618,-0.135851,-0.512001,-1.01931,0.394105,-0.894134,-0.246771,-0.782215,0.399386,0.104229,0.08622,-0.0998139,-0.300011,-0.841423,0.596059,0.588372,-0.415797,-0.223026,-0.438118,-0.0341165,0.0290053,0.466074,0.11645,-0.152656,-0.0969785,-0.200077,-0.561854,-0.0186298,0.283462,0.215808,-0.184491,-0.831784,-0.272586,0.244686,0.0201171,-0.477102,-0.0465768,-0.286636,-0.0101798,-0.365307,-0.0363905,-0.621611,-0.0146161,0.516663,-0.0666084,0.0283943,-0.254685,0.455249,0.426163,0.0748869,-0.0960951,0.103857,-0.226206,-0.468351,-0.183272,0.306475,-0.0118129,0.607291,-0.222393,0.0879493,-0.345175,-0.154645,-0.358992,0.0999585,-0.113445,0.0758501,-0.218618,-0.214046,-0.0835793,-0.0579742,-0.100284,0.117866,-0.3951,0.20582,0.279904,0.567044,-0.790837,-0.413304,0.154245,0.714863
-33.7739,0.530055,0.68977,3,7,0,38.4189,0.251141,0.330571,-0.42521,0.0596184,-0.07591,0.174187,0.961032,-0.380232,-0.038882,-0.388166,1.11212,0.458027,0.657345,-0.0838172,-0.619144,0.108767,-0.557454,0.569687,0.953834,0.244573,0.00823675,0.796829,-0.0627191,-0.0873757,0.0806732,0.163254,0.175947,0.24925,0.127827,-0.413333,-1.16075,0.743423,-0.999787,0.0479091,-1.08022,1.01492,0.608705,0.519842,0.15768,-0.35479,-0.975173,0.987054,0.97821,-0.558904,-0.0243956,-0.493157,0.119596,0.14914,1.1634,0.407593,-0.177066,0.0581718,0.0675482,-0.64144,0.250726,0.853133,0.693424,0.0106475,-0.858664,-0.177495,0.760483,0.245847,-0.438572,0.276967,-0.24025,0.253183,-0.25128,0.0218758,-0.570611,0.189882,0.80713,0.155361,0.121648,-0.301041,0.746224,0.962242,0.236421,-0.190975,0.355694,-0.0352469,-0.523657,0.0893707,0.830432,0.304016,1.02932,0.0690882,0.254684,-0.347896,0.0350345,-0.358896,0.245057,0.107962,0.262278,-0.0933136,0.021296,0.0439376,0.128943,0.100833,0.221873,-0.256379,0.400258,0.675789,1.32536,-0.781759,-0.109532,0.401154,0.97869
-32.2901,0.98067,0.68977,3,7,0,36.2329,-0.00558209,0.249304,-0.319348,0.0682186,-0.0932447,0.187652,0.753961,-0.534202,-0.198481,-0.450639,0.667056,0.12142,0.308582,-0.133348,-0.659785,-0.135539,-0.58283,0.208831,0.591261,0.0673252,-0.179003,0.415385,-0.300986,-0.326745,-0.167039,0.0528075,-0.0451126,-0.0107218,-0.0884386,-0.435036,-1.09109,0.33334,-0.997089,-0.129937,-1.13901,0.643933,0.301158,0.265237,0.0235955,-0.535022,-1.06554,0.5068,0.592729,-0.59912,-0.201874,-0.619581,-0.190102,-0.103836,0.822209,0.0297962,-0.445212,-0.253008,-0.152049,-0.711178,-0.0819616,0.516489,0.377324,-0.211966,-0.88186,-0.348229,0.408875,0.0478991,-0.580399,0.0474785,-0.435215,0.0284433,-0.383788,-0.281954,-0.653128,-0.020032,0.369198,-0.0407889,-0.074677,-0.471087,0.368706,0.646584,-0.0399342,-0.445074,0.0198588,-0.22717,-0.639707,-0.136804,0.512495,0.119503,0.580072,-0.0612892,-0.064175,-0.524658,-0.133996,-0.522427,0.0382146,-0.0836273,0.00663816,-0.208396,-0.0735558,-0.231557,0.0235438,-0.113926,-0.0890234,-0.360854,-0.0195569,0.358561,0.962647,-0.698638,-0.193575,0.0535185,0.562059
-33.963,0.682564,0.68977,3,7,0,38.1723,0.215303,0.214299,-0.370852,-0.0311916,0.10377,0.0197581,0.9406,-0.211547,0.0355355,-0.381983,0.778387,0.495614,0.647883,-0.385761,-0.499428,0.00449137,-0.461832,0.575439,0.609052,0.0341752,-0.0909872,0.545921,0.322097,0.0429637,0.324725,-0.415931,0.134703,0.200384,0.314472,-0.562892,-0.874327,0.573645,-0.635454,0.0130794,-0.514721,0.461288,0.386669,0.261722,-0.250875,-0.0770513,-0.311194,0.993938,0.615567,-0.20718,-0.0407708,-0.277113,0.355448,0.050887,0.632804,0.634549,0.0195488,0.254449,0.13664,-0.346958,0.452388,0.453198,0.482386,0.159786,-0.524075,-0.061829,0.605817,0.150664,-0.0789167,0.231679,-0.012563,0.087904,-0.152927,0.496704,-0.450191,0.0998373,0.777243,0.0909458,0.136425,0.0146923,0.657772,0.447145,0.410518,0.226802,0.403935,-0.193651,-0.265285,0.182532,0.371071,0.0881949,0.949597,-0.161158,0.498436,-0.0614719,0.0588513,-0.257611,0.0307028,0.0787564,0.269711,-0.256352,-0.275406,0.296314,-0.176751,0.0749343,0.384871,-0.355634,0.870024,0.285689,0.56363,-1.0121,-0.258033,0.472501,0.741431
-32.0032,0.993356,0.68977,2,3,0,34.9013,0.12911,0.208154,-0.421678,-0.0760273,0.041153,0.0098808,0.851637,-0.329763,-0.0516072,-0.572794,0.719657,0.621936,0.47426,-0.679806,-0.608328,-0.117824,-0.608033,0.676148,0.62534,-0.184958,-0.175363,0.417349,0.184146,-0.147908,0.324178,-0.487065,0.00643155,0.169594,0.158687,-0.71728,-1.11099,0.505994,-0.774631,-0.153949,-0.641278,0.307639,0.185526,0.0633361,-0.264115,-0.201798,-0.576032,0.962164,0.633086,-0.182402,-0.130608,-0.328298,0.186587,0.0380034,0.376221,0.472132,0.0270091,0.169225,-0.0830092,-0.489983,0.337965,0.2435,0.31357,0.0366312,-0.857902,-0.230077,0.593476,0.0245833,-0.409831,0.142138,-0.176665,0.0171487,-0.200787,0.361106,-0.629852,0.0736249,0.75083,-0.0458951,0.0943607,0.0187742,0.649059,0.408085,0.368402,0.150393,0.439118,-0.251507,-0.34539,-0.109212,0.253005,-0.0325589,0.908611,-0.297714,0.32798,-0.240758,0.028033,-0.404038,0.0819875,-0.117669,0.185873,-0.326433,-0.360695,0.249053,-0.176349,-0.00915255,0.324589,-0.58618,0.66071,0.236045,0.552212,-1.13978,-0.540333,0.443358,0.932967
-36.853,0.623633,0.68977,2,3,0,39.2393,0.18464,0.275597,-0.213977,0.0925658,-0.156468,0.32059,0.858189,-0.40768,0.141145,-0.163499,0.77216,0.0417912,0.442587,0.467017,-0.284465,0.122383,-0.313733,0.115551,0.824271,0.390409,0.129218,0.694612,-0.313929,-0.247961,-0.0423137,0.865507,0.266606,0.112308,0.169656,0.011056,-0.714042,0.40849,-0.661518,0.281607,-1.14367,1.07687,0.715618,0.647821,0.47361,-0.53027,-0.946314,0.462228,0.695088,-0.514484,0.116426,-0.473821,-0.172228,0.000201809,1.28376,0.0880988,-0.465921,-0.162277,0.141957,-0.547194,0.0703756,0.926112,0.708995,0.0120905,-0.572617,-0.17066,0.795506,0.260251,-0.45261,0.389304,-0.338272,0.318458,-0.0676078,-0.400844,-0.299184,0.216796,0.287391,0.203508,-0.00292173,-0.434695,0.370747,1.0428,0.00748232,-0.64144,0.173858,0.116992,-0.492127,0.118612,0.915905,0.48168,0.594743,0.410436,-0.102875,-0.459001,0.157217,-0.389733,0.205126,0.157659,0.110245,0.097304,0.383562,-0.156104,0.373656,0.126789,-0.150961,-0.0151024,-0.20403,0.646324,1.56525,-0.122683,0.34578,0.140642,0.48191
-35.1719,0.938382,0.68977,3,7,0,41.2847,-0.0536655,0.231338,-0.514627,0.0402018,0.0452022,0.285155,0.877176,-0.890142,-0.0786914,-0.674353,0.73267,0.253906,0.663355,-0.343625,-1.0062,-0.577807,-0.754705,0.371081,0.759682,0.0579568,-0.500023,0.335232,0.0314425,-0.629224,0.10128,-0.600772,-0.07375,-0.102261,0.316543,-0.835797,-1.60271,0.173681,-1.36727,-0.181046,-1.56005,0.406526,0.291414,0.292117,-0.365552,-0.735231,-1.24075,0.871156,0.653123,-0.267203,-0.353926,-0.953099,-0.212036,-0.47769,1.11998,0.212063,-0.941706,-0.505936,-0.163041,-0.868548,-0.0392319,0.469773,0.533526,-0.174563,-1.17037,-0.489043,0.632381,0.191612,-0.577509,0.177801,-0.594775,-0.126269,-0.507844,0.0637247,-1.13631,-0.051795,0.512126,-0.0162613,0.071299,-0.409388,0.592324,0.708682,0.247706,-0.388107,-0.0638226,-0.802037,-0.886514,-0.0852855,0.397463,0.185252,1.01615,-0.231089,0.174026,-0.678448,-0.0152256,-1.03909,-0.12375,-0.0590427,0.0923811,-0.472924,-0.285462,-0.181811,-0.0244747,-0.225676,-0.0478788,-0.784131,0.462725,0.0817823,0.970555,-1.47723,-0.311486,0.0537377,0.746026
-35.4644,0.961897,0.68977,3,7,0,40.255,0.14419,0.281574,-0.316249,-0.0748167,-0.0844377,-0.0877063,0.734806,-0.11006,-0.235081,-0.560295,0.744079,0.55553,0.156111,-0.697635,-0.448864,0.249035,-0.655063,0.588671,0.529499,-0.303478,0.05229,0.54445,-0.177379,0.0580954,0.0788124,0.029966,-0.0172829,0.230886,-0.267123,-0.550829,-0.90616,0.721172,-0.618677,-0.18504,-0.422364,0.561228,0.192458,-0.0150783,-0.0027174,-0.117705,-0.569234,0.753274,0.632641,-0.643628,-0.0598097,-0.124419,0.194533,0.353738,0.0843477,0.352658,0.483869,0.426251,-0.142403,-0.511492,0.339433,0.287045,0.168892,-0.0415745,-0.820597,-0.208421,0.474888,-0.200454,-0.575971,-0.00710416,-0.119143,0.114134,-0.169107,0.0319618,-0.332891,0.0553028,0.705572,-0.155728,-0.12288,-0.103296,0.493165,0.368159,0.0958749,0.0481167,0.588633,0.224392,-0.234443,-0.246445,0.364311,-0.180835,0.606442,-0.257381,0.0914162,-0.207091,-0.144139,-0.0406362,0.180192,-0.245289,0.0655175,-0.212681,-0.3044,0.208964,-0.258994,0.0416111,0.284762,-0.365705,0.265117,0.504476,0.619105,-0.684137,-0.607816,0.496596,0.873959
-34.1079,0.939928,0.68977,3,7,0,38.8488,0.0904971,0.0965095,-0.484256,0.151429,0.0151873,0.164904,0.882688,-0.486159,-0.183097,-0.1884,0.883867,0.51848,0.735533,-0.138594,-0.873579,-0.411847,-0.281138,0.66598,0.731099,0.408287,-0.370482,0.230778,0.27764,-0.211424,0.0016204,-0.957402,-0.0824236,0.153574,0.1903,-0.483878,-1.21957,0.343152,-1.25577,-0.283387,-1.00904,0.325381,0.0882692,0.330036,-0.183059,-0.230339,-1.04756,0.870083,0.909521,0.101738,-0.32405,-0.651274,0.00987763,-0.09596,1.0757,0.147131,-0.621904,-0.48662,-0.146209,-0.470869,-0.226856,0.40773,0.443617,-0.191954,-0.827369,-0.161636,0.0853731,0.516505,-0.157256,0.0215889,-0.256557,-0.00894021,-0.530393,0.299734,-0.967595,0.0893247,0.763191,0.22779,0.52959,-0.161791,0.828713,0.658531,0.379013,0.185712,-0.248297,-0.709596,-0.585913,0.0533233,0.368778,0.315213,1.04546,-0.171035,0.474829,-0.266204,-0.0339662,-0.554894,0.255169,0.230525,0.384511,-0.109511,-0.0813303,-0.168583,0.309875,-0.103512,0.316297,-0.368254,0.635583,0.201647,0.545438,-1.07705,-0.232463,0.0362079,1.02781
-32.157,0.973543,0.68977,3,7,0,36.6943,0.0933119,0.327138,-0.27582,-0.0517503,-0.0904974,0.0914042,0.785347,-0.351091,-0.0831612,-0.588797,0.671038,0.23335,0.214515,-0.351278,-0.434359,0.150834,-0.70455,0.271382,0.59906,-0.189087,0.02791,0.623836,-0.323518,-0.183355,0.04262,0.443851,0.0767439,0.0778202,-0.0845681,-0.475809,-0.944211,0.537124,-0.657277,0.0128212,-0.850384,0.76119,0.445306,0.196242,0.0771375,-0.437483,-0.735447,0.617707,0.521956,-0.766306,-0.0173162,-0.355751,-0.00827626,0.0805836,0.503009,0.280298,0.0352371,0.215748,-0.0423629,-0.660431,0.307734,0.527354,0.375932,-0.0228849,-0.818082,-0.3077,0.747728,-0.174089,-0.655473,0.167676,-0.308587,0.128505,-0.137892,-0.211854,-0.361386,0.036947,0.441356,-0.128458,-0.272466,-0.329279,0.329771,0.585106,-0.00904843,-0.40597,0.484928,0.153959,-0.431666,-0.153978,0.550226,-0.0146103,0.553231,-0.0531563,-0.0896245,-0.431348,-0.0584523,-0.320025,0.0192138,-0.209958,-0.041847,-0.246713,-0.152734,0.062529,-0.192394,0.0165435,-0.0131986,-0.374076,0.0368864,0.49252,1.05817,-0.61821,-0.290498,0.359428,0.569865
-32.1295,0.643545,0.68977,3,7,0,37.6588,0.0904832,0.238483,-0.470954,0.116583,0.0288599,0.171075,0.905989,-0.543675,-0.197447,-0.392373,0.952041,0.331403,0.721132,-0.173219,-0.89227,-0.245856,-0.550213,0.481547,0.741072,0.27854,-0.30492,0.488188,0.0947824,-0.193112,-0.0446931,-0.587524,-0.0170156,0.0856802,0.152554,-0.601614,-1.31021,0.485985,-1.25768,-0.172766,-1.16578,0.626337,0.34735,0.398836,-0.215483,-0.377903,-1.01681,0.922456,0.833077,-0.396839,-0.279839,-0.720285,0.0609397,-0.125224,1.15549,0.312206,-0.546025,-0.273496,-0.0476667,-0.659952,-2.4881e-05,0.626292,0.560587,-0.141095,-0.863487,-0.23528,0.362885,0.307029,-0.264768,0.0813631,-0.30357,0.00982197,-0.523229,0.174053,-0.873357,0.0101727,0.739466,0.119259,0.208656,-0.363062,0.715183,0.707753,0.243761,-0.0680762,-0.0546092,-0.527347,-0.682646,0.10565,0.531619,0.221934,1.02495,-0.160987,0.379285,-0.358138,-0.118651,-0.565567,0.0558251,0.12823,0.248178,-0.262632,-0.189476,-0.130772,0.0233566,-0.0988929,0.203012,-0.398513,0.617581,0.323436,0.825664,-1.15985,-0.20995,0.150495,0.823351
-30.5601,0.98985,0.68977,2,7,0,33.0026,0.0714448,0.23497,-0.328369,0.0625441,-0.0779994,0.184062,0.789203,-0.460368,-0.105555,-0.372809,0.730961,0.225233,0.407458,-0.0816521,-0.589511,-0.0920835,-0.493264,0.311822,0.664584,0.140601,-0.123062,0.465629,-0.172939,-0.257384,-0.0538026,0.0507294,0.0287719,0.0676111,0.0255405,-0.378474,-1.01962,0.390337,-0.916147,-0.0597669,-1.04239,0.666714,0.355361,0.328683,0.0653106,-0.442779,-0.962146,0.606514,0.663351,-0.454124,-0.131406,-0.539995,-0.101155,-0.0448576,0.883577,0.123824,-0.381468,-0.184671,-0.0746652,-0.613879,0.0013082,0.560739,0.448474,-0.123399,-0.800529,-0.265965,0.482185,0.141327,-0.478797,0.130751,-0.349119,0.0921895,-0.30287,-0.151124,-0.597096,0.0600244,0.458805,0.0428629,0.0318624,-0.35746,0.464249,0.702039,0.0738729,-0.325487,0.0926148,-0.193145,-0.552399,-0.05403,0.554401,0.196788,0.682299,-0.00260764,0.0461476,-0.433197,-0.0393924,-0.463738,0.111819,0.000435209,0.0997657,-0.142017,-0.0140007,-0.134667,0.101662,-0.0398793,0.00940649,-0.30867,0.111484,0.398859,0.991266,-0.667717,-0.13113,0.134493,0.655723
-30.3057,0.862912,0.68977,3,7,0,33.0986,0.152675,0.250492,-0.42525,0.0315838,0.0218915,0.0930515,0.853876,-0.382103,-0.108331,-0.436807,0.89519,0.448249,0.615315,-0.329131,-0.693719,-0.0750831,-0.558502,0.554466,0.714017,0.101533,-0.162863,0.549262,0.107837,-0.0972261,0.117049,-0.370064,0.0484314,0.159976,0.147339,-0.584603,-1.14047,0.574185,-0.967839,-0.0984602,-0.879974,0.605696,0.363687,0.305344,-0.158788,-0.26461,-0.760687,0.947074,0.766436,-0.382145,-0.150738,-0.48686,0.166035,0.0194776,0.844473,0.428764,-0.195439,0.0187815,-0.00308982,-0.559327,0.218318,0.544788,0.498462,-0.0191546,-0.791654,-0.188485,0.52391,0.176938,-0.301966,0.144654,-0.198534,0.0734425,-0.32892,0.236341,-0.658591,0.0680967,0.763022,0.0692098,0.130898,-0.199201,0.682474,0.620852,0.283711,0.0168159,0.237264,-0.276192,-0.486239,0.0592581,0.492201,0.131945,0.96328,-0.157284,0.356092,-0.265095,-0.0414462,-0.401388,0.0907897,0.0450769,0.229853,-0.245566,-0.21596,0.0730023,-0.0635901,-0.00676002,0.271151,-0.395727,0.620992,0.375635,0.794183,-1.03757,-0.291072,0.334252,0.852972
-30.0837,0.91707,0.68977,3,7,0,32.3967,0.132202,0.261063,-0.345876,0.0853955,-0.0190969,0.0914187,0.795473,-0.31241,-0.20053,-0.324088,0.865415,0.264427,0.512339,-0.135085,-0.63133,0.0411854,-0.494182,0.380654,0.617178,0.188195,-0.0953706,0.565659,-0.0519883,-0.00665171,-0.094174,-0.165323,0.0367372,0.133889,-0.0132724,-0.421521,-0.972372,0.58474,-0.924099,-0.088986,-0.838104,0.731076,0.391798,0.350875,-0.0456585,-0.247153,-0.762043,0.75177,0.71894,-0.588139,-0.145918,-0.46876,0.132565,0.0777045,0.879703,0.312602,-0.171514,-0.00208012,0.00805307,-0.544428,0.11557,0.625004,0.472163,-0.0845709,-0.655213,-0.149273,0.357527,0.153838,-0.254231,0.061243,-0.177275,0.0971986,-0.371385,0.0493582,-0.526863,0.0275727,0.652196,0.0720357,0.056813,-0.338142,0.556394,0.611604,0.113586,-0.0838136,0.121413,-0.147203,-0.483433,0.0929713,0.560196,0.13512,0.773545,-0.0813211,0.257835,-0.241099,-0.146904,-0.258801,0.0857262,0.0745923,0.17594,-0.165461,-0.128727,-0.0534349,-0.05181,-0.0107103,0.19057,-0.201412,0.419213,0.45179,0.797221,-0.760025,-0.166073,0.234408,0.664867
-32.4746,0.724973,0.68977,2,3,0,33.8999,0.186618,0.335636,-0.307431,0.0601508,-0.0973331,0.0516464,0.751523,-0.196946,-0.233088,-0.365273,0.949694,0.290309,0.377099,-0.162245,-0.516071,0.294559,-0.566255,0.387725,0.663123,0.100921,0.0811822,0.736366,-0.250655,0.0964634,-0.142883,0.26178,0.0837906,0.205747,-0.191251,-0.346506,-0.904241,0.773382,-0.817829,-0.0409542,-0.761297,0.969771,0.488842,0.351624,0.148937,-0.228131,-0.769148,0.728997,0.776192,-0.862605,-0.0480683,-0.338441,0.161145,0.281784,0.769189,0.321992,0.129933,0.22174,0.0149844,-0.584501,0.220221,0.722726,0.465757,-0.0685296,-0.685149,-0.144127,0.47086,0.0232109,-0.405373,0.065366,-0.150087,0.204514,-0.286903,-0.121624,-0.342343,0.0671511,0.680722,0.0215122,-0.0797042,-0.379965,0.518336,0.682039,0.00685705,-0.172867,0.337371,0.18796,-0.413835,0.0227291,0.704827,0.0830443,0.686051,-0.0175104,0.128486,-0.245101,-0.177386,-0.0743856,0.166558,-0.00388636,0.124927,-0.101067,-0.0753068,-0.00342525,-0.0887614,0.0644945,0.183764,-0.10825,0.220374,0.674665,1.00484,-0.527774,-0.196934,0.356348,0.71201
-32.8968,0.90794,0.68977,3,7,0,35.7422,0.0517444,0.305242,-0.283482,0.177103,0.00920844,0.0578071,0.875567,-0.287822,-0.445195,-0.266406,0.854343,-0.0800115,0.463977,0.0165823,-0.737422,0.126205,-0.541635,0.08374,0.39591,0.279239,-0.135942,0.591959,-0.205401,0.152342,-0.45752,-0.224024,-0.0457882,0.0198384,-0.234107,-0.395564,-0.894079,0.619532,-1.03574,-0.159255,-0.845785,0.861931,0.426012,0.391417,-0.150655,-0.234128,-0.724766,0.577488,0.599638,-1.0399,-0.262017,-0.578274,0.173189,0.0486882,0.975054,0.268264,-0.22129,-0.0381411,0.032863,-0.607622,0.0014385,0.742435,0.442579,-0.211181,-0.474741,-0.123616,0.0299016,0.0761402,-0.0805322,-0.142158,-0.145392,0.015727,-0.597119,-0.0829881,-0.46978,-0.158261,0.564871,0.0231492,-0.114566,-0.629352,0.389721,0.476921,-0.132395,-0.164533,-0.132964,-0.147109,-0.591029,0.218792,0.580183,0.0375106,0.586068,-0.133738,0.244769,-0.192396,-0.43696,-0.122923,-0.105269,0.106057,0.0782768,-0.230572,-0.221043,-0.254338,-0.270022,-0.105011,0.10794,-0.013839,0.39772,0.453545,0.61749,-0.702142,-0.0756619,0.0768842,0.295985
-32.0743,0.835628,0.68977,3,7,0,37.0941,0.0303714,0.133655,-0.291609,0.0594384,-0.00728717,0.0470308,0.871132,-0.286057,-0.215558,-0.274602,0.559454,0.277433,0.332388,-0.261817,-0.566013,-0.135006,-0.361218,0.360186,0.399006,0.0730588,-0.193289,0.23248,0.0120046,-0.0916261,-0.0689647,-0.448947,-0.0846331,0.0704028,-0.0501458,-0.406221,-0.818879,0.321123,-0.780921,-0.213645,-0.614116,0.295666,0.078981,0.120461,-0.142955,-0.179264,-0.645155,0.534253,0.514017,-0.258951,-0.212557,-0.385237,0.0314138,0.00271214,0.493061,0.132217,-0.195295,-0.134035,-0.126067,-0.404439,-0.0473455,0.255891,0.214022,-0.146514,-0.597341,-0.164468,0.0996694,0.118721,-0.235084,-0.0524895,-0.180626,-0.0227731,-0.352794,0.0846602,-0.545845,-0.0157048,0.478652,0.0113644,0.122374,-0.19262,0.434356,0.338684,0.116579,0.0321813,-0.0185005,-0.289099,-0.385093,-0.0504316,0.238096,0.0375501,0.567756,-0.189121,0.197353,-0.208348,-0.137396,-0.280296,0.0794042,0.00234337,0.130891,-0.164965,-0.176977,-0.0826049,-0.0203257,-0.0861247,0.161597,-0.274332,0.323421,0.191902,0.361985,-0.705009,-0.283998,0.09557,0.58375
-36.5338,0.786736,0.68977,2,3,0,37.4695,-0.0178919,0.222853,-0.134225,-0.0681581,0.0888611,0.125975,0.782747,-0.393575,0.1029,-0.480541,0.20742,-0.179308,0.255278,-0.137309,-0.279786,-0.0628235,-0.546664,-0.153678,0.232935,-0.166225,-0.107885,0.388447,-0.0899044,-0.248036,0.131344,0.237952,0.111348,-0.157195,0.256425,-0.438364,-0.564503,0.115974,-0.315025,0.171586,-0.670962,0.388385,0.452701,0.188085,-0.240837,-0.442119,-0.200864,0.359414,-0.00454254,-0.532371,-0.0158409,-0.385609,0.00726874,-0.316655,0.458767,0.354864,-0.305633,0.103087,0.145024,-0.452538,0.36441,0.381085,0.356687,0.104651,-0.334523,-0.24022,0.68515,-0.183865,-0.242942,0.241006,-0.240088,-0.0396128,-0.0588393,-0.0184427,-0.229382,-0.10329,0.0648584,-0.123791,-0.376347,-0.295035,0.013826,0.246607,-0.000425547,-0.441971,0.25633,-0.112892,-0.369004,0.102808,0.261926,-0.0272188,0.322771,-0.0394384,-0.0215492,-0.319654,0.0015179,-0.444572,-0.375345,-0.128722,-0.140162,-0.390578,-0.241137,0.0705508,-0.387359,-0.0546818,-0.181726,-0.355466,0.235517,0.0537797,0.627992,-0.651356,-0.00234406,0.176933,-0.119592
-31.2446,1,0.68977,3,7,0,37.1559,0.00992758,0.282638,-0.34248,-0.0211378,0.00465102,0.0260739,0.817728,-0.401729,-0.256461,-0.630034,0.64523,0.239787,0.292404,-0.554138,-0.67575,-0.0391673,-0.751622,0.313309,0.450791,-0.210255,-0.187453,0.455393,-0.157062,-0.15239,-0.0316837,-0.227704,-0.0743999,0.011793,-0.112002,-0.692491,-1.09938,0.480313,-0.871715,-0.194003,-0.812285,0.494479,0.243871,0.0722643,-0.256028,-0.3612,-0.701965,0.693204,0.476733,-0.714287,-0.215292,-0.4712,0.0670299,-0.0273494,0.419699,0.317707,-0.0641566,0.104593,-0.122895,-0.668707,0.208245,0.355451,0.26479,-0.11761,-0.837742,-0.320367,0.43513,-0.158864,-0.494843,-0.0143895,-0.284467,-0.0469777,-0.363154,0.00856353,-0.577634,-0.100767,0.534473,-0.170885,-0.202258,-0.334509,0.38657,0.353368,0.0358121,-0.175153,0.269814,-0.165576,-0.510648,-0.131612,0.320464,-0.141775,0.627979,-0.301127,0.0972141,-0.364724,-0.219883,-0.379701,-0.105527,-0.207118,-0.016264,-0.402869,-0.400421,0.0110566,-0.364179,-0.114465,0.0890091,-0.487763,0.352003,0.276695,0.608227,-0.998816,-0.473968,0.272648,0.556238
