# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = m7x469s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.9s_data_2.R
# init = 2 (Default)
# random
#   seed = 2924501525 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.9s_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 c83c399
# stancflags = --warn-pedantic --O
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20
# Adaptation terminated
# Step size = 0.600789
# Diagonal elements of inverse mass matrix:
# 0.0641349, 0.0737274, 0.0704722, 0.0298993
-11.9337,0.820955,0.600789,1,3,0,13.8344,-0.401265,0.0783337,-0.298041,1.12137,-0.212131,-0.249721,-0.912328,-0.196525,-0.362623,-0.137619,-0.383027,-0.974461,-0.116126,0.135452,-0.272996,-0.269186,-1.05682,-0.308025,-0.255441,-0.476139,-0.460415,-0.770476,-0.958785,-0.185131,-1.04664,-3.20316,-1.31505,-1.25254,-1.18617,-1.72609,-1.45926,-1.04079,-1.8117,-1.04693,-2.54515,-1.27046,-1.3163,-1.11188,-1.04986,-1.61756,-2.05084,-1.05383,-1.04788,-1.1531
-12.3178,0.943226,0.600789,2,7,0,13.2148,0.06898,0.105679,-0.426942,1.20318,0.342986,0.28445,-0.650026,0.362271,0.120759,0.436762,0.091589,-0.748144,0.474545,0.840598,0.255746,0.251568,-0.865603,0.204542,0.275111,-0.0470067,0.00119265,-0.456016,-0.724101,0.377999,-1.29147,-2.22517,-1.21977,-1.68853,-1.52414,-1.29582,-1.21228,-1.14912,-2.47121,-1.19777,-3.22571,-1.12571,-1.47359,-1.10553,-1.28971,-1.31558,-1.55116,-1.1066,-1.10459,-1.10398
-12.0472,0.965618,0.600789,3,7,0,14.0982,-0.166907,0.307798,-0.068627,0.998928,-0.259644,-0.060363,-0.865086,-0.119866,0.000569654,0.332324,-0.00675472,-0.475305,0.0271328,-0.166343,-0.271346,0.156811,-0.517365,-0.233954,-0.0108639,0.202966,-0.931987,-0.424761,-0.542086,-0.0909029,-0.926902,-3.22673,-1.23396,-1.25387,-1.4019,-1.27976,-1.13515,-1.11969,-2.10968,-1.03604,-2.82605,-0.97785,-1.87599,-0.986436,-1.0182,-1.06015,-3.06727,-0.925029,-0.943562,-1.02125
-12.4886,0.917554,0.600789,2,3,0,13.1299,-0.242629,0.385498,-0.217883,0.925735,-0.258744,-0.0506807,-1.27381,-0.0930701,-0.0347465,0.446854,-0.0526377,-0.8615,0.111251,0.0103829,-0.30062,0.186174,-0.947871,-0.274734,0.0027008,0.141144,-1.1371,-0.708327,-0.929776,-0.054904,-0.852434,-3.50597,-1.6861,-1.25903,-1.36559,-1.15723,-1.13126,-0.877786,-2.385,-0.897448,-2.99746,-0.900264,-1.37088,-0.940186,-0.96579,-1.04811,-3.86475,-0.857465,-0.856939,-0.943825
-13.4164,0.909973,0.600789,3,7,0,14.6522,0.0925655,-0.226384,-0.466908,1.26963,0.553057,0.243651,-0.00867957,0.413432,-0.0379519,-0.0227376,-0.066753,-0.592857,0.384587,1.08159,0.454921,-0.0538915,-0.694056,0.345278,0.173467,-0.491121,0.905251,-0.277603,-0.483494,0.399549,-1.43583,-2.21076,-1.15886,-1.7248,-1.43427,-1.60799,-1.31779,-1.2406,-2.27706,-1.33791,-3.38174,-1.25379,-1.60889,-1.17125,-1.28148,-1.62462,-1.17463,-1.17973,-1.18286,-1.15807
-13.666,0.982419,0.600789,3,7,0,14.5496,-0.576486,0.265476,-0.103774,0.995988,-0.622668,-0.464821,-1.23164,-0.505283,-0.43267,-0.124196,-0.441933,-0.921088,-0.371666,-0.490739,-0.64196,-0.289384,-0.96875,-0.616787,-0.425038,-0.284326,-1.21483,-0.847124,-0.973495,-0.479663,-0.941291,-4.19509,-1.59408,-1.00962,-1.06717,-1.7751,-1.51782,-0.932897,-1.57393,-1.24565,-2.17454,-1.23123,-1.35219,-1.20053,-0.915478,-1.43949,-3.70787,-0.961133,-0.936091,-1.2731
-12.0654,0.961368,0.600789,2,3,0,14.4518,0.0630105,0.00435906,-0.344241,0.972028,0.321967,0.216752,-0.354748,0.299518,0.0605128,0.237195,0.0377263,-0.546608,0.354194,0.719486,0.25098,0.128393,-0.634871,0.197011,0.195042,-0.138521,0.218026,-0.312065,-0.507582,0.30485,-1.16178,-2.74005,-0.933223,-1.70198,-1.46602,-1.36312,-1.09009,-1.05851,-2.73972,-0.975319,-4.12901,-0.964752,-1.73779,-0.89254,-1.11649,-1.29514,-1.33957,-0.919114,-0.926606,-0.892378
-13.5273,0.931878,0.600789,2,3,0,14.1328,-0.425097,0.295207,-0.21573,0.858249,-0.400377,-0.25643,-1.27284,-0.276986,-0.266599,0.126691,-0.283529,-0.985201,-0.113032,-0.137869,-0.44253,-0.0880716,-1.06383,-0.430467,-0.218743,-0.160655,-1.08645,-0.834608,-1.03179,-0.247058,-0.766105,-4.49136,-1.74681,-1.06335,-1.11376,-1.52229,-1.35986,-0.776641,-2.10048,-0.907947,-2.91746,-1.00307,-1.24088,-0.983873,-0.805047,-1.31163,-4.12838,-0.823277,-0.813119,-1.01898
-11.541,1,0.600789,2,3,0,13.5906,-0.303536,0.0751363,-0.240024,1.0052,-0.156888,-0.178512,-0.739258,-0.138656,-0.265821,-0.0729741,-0.282363,-0.772491,-0.0685631,0.123586,-0.205808,-0.184969,-0.839779,-0.232128,-0.181005,-0.347736,-0.382425,-0.608065,-0.762794,-0.128384,-0.95193,-3.46217,-1.14521,-1.2409,-1.17813,-1.70369,-1.35591,-0.980477,-1.95958,-0.943079,-2.93727,-1.1582,-1.48054,-0.991175,-0.962187,-1.50514,-2.06977,-0.926136,-0.924142,-1.04377
-12.0569,0.89928,0.600789,2,3,0,13.0081,-0.233539,0.300826,-0.385274,0.956389,-0.0829127,0.0117059,-1.29399,0.0310542,-0.0743708,0.409292,-0.102556,-1.096,0.223476,0.37554,-0.159999,0.139203,-1.21838,-0.173972,0.03931,-0.0637158,-0.827549,-0.829852,-1.12422,0.0639239,-0.927226,-3.22687,-1.69217,-1.38847,-1.32494,-1.20088,-1.18538,-0.874455,-2.52666,-0.876078,-3.20039,-0.946617,-1.12845,-0.926861,-1.00973,-1.22381,-2.98869,-0.918914,-0.943502,-0.92335
-12.3193,0.885593,0.600789,3,7,0,13.4548,-0.354377,0.207982,-0.499626,1.00848,-0.0733787,-0.0813762,-1.3647,-0.0111852,-0.247641,0.203616,-0.282541,-1.36194,0.157589,0.512808,-0.174799,-0.0553605,-1.50612,-0.221492,-0.0775198,-0.377471,-0.652359,-1.01904,-1.35429,0.0148848,-0.977897,-3.23729,-1.7504,-1.35037,-1.19271,-1.39815,-1.35653,-0.958599,-2.30292,-0.945791,-2.98943,-1.08055,-1.00372,-0.990201,-0.998681,-1.53674,-2.50526,-1.03817,-1.09606,-0.98707
-12.7685,0.98831,0.600789,3,7,0,13.3773,-0.133325,0.0632906,0.0644892,1.17277,-0.21199,-0.146275,-0.183495,-0.177655,-0.0977733,-0.0689371,-0.0940855,-0.0581511,-0.159471,-0.283525,-0.19818,-0.0806827,-0.0467259,-0.178012,-0.130965,-0.00992563,-0.32862,-0.101299,-0.0810354,-0.172826,-1.09034,-2.89017,-1.08292,-1.28889,-1.36272,-1.64733,-1.28053,-1.48048,-1.74639,-1.21041,-2.56847,-1.20207,-2.32714,-1.11415,-1.11727,-1.28049,-1.86148,-1.14966,-1.25014,-1.18281
-12.7685,0.82057,0.600789,2,3,0,15.0713,-0.133325,0.0632906,0.0644892,1.17277,-0.21199,-0.146275,-0.183495,-0.177655,-0.0977733,-0.0689371,-0.0940855,-0.0581511,-0.159471,-0.283525,-0.19818,-0.0806827,-0.0467259,-0.178012,-0.130965,-0.00992563,-0.32862,-0.101299,-0.0810354,-0.172826,-1.09034,-2.89017,-1.08292,-1.28889,-1.36272,-1.64733,-1.28053,-1.48048,-1.74639,-1.21041,-2.56847,-1.20207,-2.32714,-1.11415,-1.11727,-1.28049,-1.86148,-1.14966,-1.25014,-1.18281
-12.4569,0.870753,0.600789,3,7,0,16.6765,0.0545831,0.364044,-0.415292,1.09795,0.198236,0.328773,-1.16818,0.339778,0.247924,0.807703,0.217182,-0.899299,0.564832,0.69423,0.11546,0.496634,-1.03438,0.106639,0.365504,0.290783,-0.688873,-0.611919,-0.939376,0.378825,-1.15782,-2.29345,-1.51183,-1.69038,-1.64009,-1.07054,-1.09071,-1.03079,-2.80674,-1.07069,-3.28012,-1.0124,-1.32329,-1.01274,-1.2939,-1.09454,-2.3984,-1.01428,-1.02449,-1.01248
-11.9864,0.813263,0.600789,2,3,0,15.1441,0.00895677,0.0442341,-0.509286,1.06758,0.374297,0.245751,-0.684793,0.358843,0.0259403,0.323837,-0.00811363,-0.915946,0.456488,0.964136,0.269577,0.143933,-1.04954,0.195661,0.22026,-0.238718,0.140303,-0.568486,-0.867388,0.370167,-1.24324,-2.47036,-1.1497,-1.723,-1.43028,-1.30754,-1.17536,-1.00085,-2.68965,-1.16675,-3.70952,-1.04083,-1.30177,-0.985898,-1.18636,-1.401,-1.42202,-0.984591,-0.988622,-0.984356
-12.3936,0.845818,0.600789,3,7,0,14.4981,-0.380799,0.0208866,-0.0556918,1.09598,-0.348397,-0.350936,-0.488816,-0.342544,-0.370159,-0.322077,-0.374028,-0.491711,-0.324749,-0.283162,-0.35972,-0.349793,-0.507599,-0.365285,-0.350909,-0.386441,-0.408058,-0.453517,-0.4903,-0.339847,-1.01145,-3.48307,-1.08331,-1.15855,-1.16655,-1.95249,-1.44859,-1.16969,-1.60041,-1.16167,-2.45546,-1.31317,-1.81782,-1.11517,-1.01539,-1.53487,-2.00705,-1.01402,-1.04281,-1.21641
-13.5041,0.852597,0.600789,3,7,0,16.9007,-0.373519,0.35561,0.0313405,1.30097,-0.56454,-0.299487,-1.0487,-0.395177,-0.178459,0.149401,-0.179611,-0.534764,-0.242295,-0.584433,-0.555237,-0.0191114,-0.555104,-0.494472,-0.235076,0.120443,-1.31089,-0.551725,-0.6248,-0.363302,-1.19065,-2.86344,-1.46453,-1.26934,-1.37293,-1.49714,-1.38623,-1.27979,-1.66064,-1.42332,-2.00354,-1.26252,-1.71652,-1.29947,-1.19678,-1.29393,-2.95534,-1.18207,-1.18815,-1.33803
-13.9615,0.971366,0.600789,3,7,0,15.5489,0.219886,-0.000115752,-0.574544,0.941915,0.655565,0.474654,-0.462554,0.614623,0.211672,0.499417,0.173708,-0.793079,0.702601,1.31869,0.537027,0.321528,-0.939802,0.445793,0.437125,-0.126348,0.497777,-0.401714,-0.726149,0.622851,-1.47983,-2.32277,-0.945573,-2.21897,-1.66247,-1.12181,-0.98789,-0.915685,-3.63086,-1.42199,-5.15161,-0.877618,-1.37888,-0.913195,-1.31101,-1.27804,-1.09092,-0.87056,-0.860111,-0.897057
-13.3314,0.925147,0.600789,3,7,0,16.9747,-0.615425,-0.055293,-0.28932,1.01277,-0.370053,-0.500791,-0.848422,-0.41663,-0.64979,-0.558255,-0.668407,-1.09189,-0.396819,-0.0386535,-0.430186,-0.620152,-1.16137,-0.484793,-0.529376,-0.863569,-0.332245,-0.895494,-1.04477,-0.417507,-0.931904,-4.1941,-1.22637,-1.06452,-0.985515,-2.40822,-1.78121,-0.931785,-1.54125,-0.994085,-2.49811,-1.54634,-1.1977,-1.11947,-0.934085,-2.17863,-1.987,-0.991742,-0.968821,-1.22884
-14.7903,0.819706,0.600789,3,7,0,16.3421,0.433473,0.0247374,-0.183486,1.30879,0.560958,0.520962,0.165898,0.559527,0.444408,0.560237,0.43206,0.094891,0.598609,0.773869,0.5233,0.491011,0.0460593,0.498051,0.513321,0.355998,0.457971,0.220183,0.110248,0.564407,-1.4542,-1.9032,-1.2044,-1.8433,-1.78218,-1.30095,-1.20213,-1.61177,-2.49218,-1.24836,-3.38927,-1.18808,-2.29369,-1.22631,-1.46363,-1.23016,-1.32348,-1.35865,-1.41346,-1.19984
-12.8859,0.973777,0.600789,2,3,0,15.4956,-0.000987279,0.429245,-0.321412,1.25793,0.0408183,0.247691,-1.24283,0.219685,0.229368,0.805103,0.204239,-0.829036,0.459266,0.431442,-0.0220679,0.490434,-0.945334,-0.00575568,0.301985,0.378868,-0.95889,-0.604801,-0.895883,0.263313,-1.20813,-2.21647,-1.58242,-1.57244,-1.61229,-1.19334,-1.21169,-1.17334,-2.38013,-1.15238,-2.67876,-1.14846,-1.43649,-1.15476,-1.33108,-1.18867,-2.53926,-1.14957,-1.15353,-1.15157
-12.3281,0.978055,0.600789,3,7,0,14.7353,-0.476353,-0.0163518,-0.230692,1.0341,-0.293749,-0.378089,-0.717701,-0.317851,-0.488574,-0.388791,-0.50367,-0.873153,-0.289756,-0.0282345,-0.341474,-0.452046,-0.930766,-0.380665,-0.396017,-0.637156,-0.322487,-0.716213,-0.842318,-0.316029,-0.957166,-3.79192,-1.14812,-1.13273,-1.06644,-2.10639,-1.57668,-0.978691,-1.65452,-1.00894,-2.60737,-1.37877,-1.39186,-1.07727,-0.95429,-1.83389,-1.95137,-0.966288,-0.955018,-1.16827
-18.5265,0.745715,0.600789,2,3,0,20.3294,0.299075,-0.3265,-0.893052,0.962363,1.12976,0.61439,-0.107945,0.912756,0.107722,0.239718,0.0516686,-1.07677,0.90481,2.14557,0.942907,0.126754,-1.27882,0.749902,0.498828,-0.675053,1.57729,-0.472473,-0.893467,0.895884,-2.13397,-2.0501,-0.881318,-2.73131,-1.522,-1.3601,-1.07499,-0.881169,-4.04208,-2.6812,-6.29104,-0.95692,-1.089,-1.08406,-1.3752,-1.95526,-0.984214,-0.883362,-0.889,-1.03369
-13.3403,1,0.600789,2,3,0,18.9452,0.165292,-0.156382,-0.493179,1.22369,0.612778,0.345338,-0.10741,0.504183,0.0727125,0.16872,0.041541,-0.609072,0.510404,1.17484,0.50978,0.0943466,-0.72256,0.406949,0.285716,-0.340698,0.809129,-0.275058,-0.513655,0.49704,-1.45921,-2.13278,-1.12126,-1.81603,-1.49245,-1.46376,-1.24514,-1.20458,-2.49074,-1.36522,-3.61411,-1.17652,-1.58386,-1.14533,-1.30567,-1.50779,-1.15718,-1.14502,-1.1425,-1.12678
-12.9158,1,0.600789,3,7,0,13.8895,-0.553206,0.0986523,-0.319524,0.976736,-0.357341,-0.387111,-1.1305,-0.333714,-0.503749,-0.248352,-0.525757,-1.17665,-0.241013,0.0159675,-0.422476,-0.396755,-1.26612,-0.457727,-0.39067,-0.613876,-0.654671,-0.957782,-1.16341,-0.320165,-0.896101,-4.10153,-1.48391,-1.08726,-1.01541,-1.96792,-1.62208,-0.897731,-1.74619,-0.943621,-2.59411,-1.31951,-1.1061,-1.08013,-0.8978,-1.85017,-2.58184,-0.984994,-0.977118,-1.14024
-12.0417,1,0.600789,2,3,0,12.8961,-0.418587,0.0795317,-0.346048,0.969976,-0.193617,-0.245456,-0.989091,-0.180865,-0.37997,-0.129757,-0.403557,-1.07716,-0.0925786,0.209429,-0.264377,-0.276792,-1.17187,-0.306839,-0.2541,-0.520778,-0.457649,-0.840457,-1.05618,-0.168673,-0.909779,-3.7777,-1.33655,-1.19371,-1.08125,-1.80313,-1.4803,-0.889027,-1.96386,-0.89487,-2.92673,-1.21144,-1.17033,-0.992659,-0.910624,-1.72763,-2.24348,-0.935059,-0.932425,-1.03886
-13.4601,0.914884,0.600789,3,7,0,14.0407,-0.640301,-0.134702,-0.356248,1.13329,-0.306834,-0.51562,-0.793734,-0.395495,-0.719073,-0.670725,-0.741393,-1.18643,-0.400641,0.0981785,-0.381408,-0.713554,-1.26667,-0.459099,-0.562501,-1.03485,-0.118845,-0.94542,-1.11222,-0.40263,-1.04702,-3.67948,-1.24751,-1.15896,-1.07103,-2.38063,-1.79965,-1.04634,-1.52759,-1.0631,-2.36409,-1.62005,-1.2003,-1.18192,-1.04829,-2.26466,-1.66015,-1.1067,-1.09005,-1.27246
-12.0509,1,0.600789,3,7,0,13.7794,-0.317778,0.0293282,-0.392268,1.20221,-0.0341513,-0.136564,-0.842625,-0.0482831,-0.307292,-0.0824246,-0.333479,-1.02728,0.0248236,0.419944,-0.114848,-0.218615,-1.1298,-0.172524,-0.15703,-0.514881,-0.204313,-0.759714,-0.988728,-0.0399922,-1.14788,-2.81235,-1.30917,-1.37741,-1.26072,-1.65634,-1.43891,-1.10547,-1.92348,-1.10661,-2.64031,-1.28315,-1.30841,-1.13602,-1.13451,-1.64427,-1.72749,-1.11915,-1.11987,-1.15937
-14.4147,0.824285,0.600789,2,3,0,17.0947,0.231557,0.38284,-0.59998,1.02163,0.506401,0.5923,-1.24831,0.643635,0.432565,1.10303,0.389449,-1.05941,0.90532,1.21642,0.385673,0.725344,-1.24315,0.350479,0.62027,0.381621,-0.471411,-0.645992,-1.08255,0.687038,-1.32866,-2.00949,-1.60451,-2.13986,-1.8993,-0.943337,-0.973298,-0.941561,-3.74686,-1.32589,-4.19989,-0.964062,-1.14713,-0.96238,-1.49767,-1.00044,-2.18295,-0.945289,-0.987571,-0.990537
-16.7083,0.787368,0.600789,3,7,0,20.0711,-0.466872,0.19027,0.258529,1.70168,-0.752383,-0.534476,-0.540872,-0.64456,-0.359075,-0.304778,-0.343716,-0.126876,-0.599801,-1.04206,-0.697527,-0.320064,-0.0760161,-0.626632,-0.48423,-0.0569505,-1.08522,-0.300633,-0.203202,-0.630972,-1.47274,-2.63646,-1.4887,-1.4655,-1.51762,-1.83233,-1.62166,-1.61743,-1.59521,-1.77056,-1.85226,-1.56747,-2.02512,-1.55097,-1.45067,-1.55908,-2.30489,-1.46081,-1.50574,-1.62126
-12.7404,0.935433,0.600789,3,7,0,17.528,-0.229262,0.141423,0.0361621,0.939032,-0.323198,-0.21033,-0.469618,-0.254157,-0.151352,-0.0328384,-0.150244,-0.251603,-0.196988,-0.358461,-0.314608,-0.0925144,-0.25364,-0.28668,-0.183167,-0.0185428,-0.613496,-0.274491,-0.290169,-0.24182,-0.85887,-3.84666,-0.946205,-1.12178,-1.24753,-1.69311,-1.22075,-1.2738,-1.84122,-1.1165,-2.92072,-1.05699,-2.3933,-0.957325,-0.89897,-1.17873,-2.59782,-0.897318,-0.985793,-1.06368
-12.1233,1,0.600789,2,3,0,12.9607,-0.184527,0.0974579,-0.0980262,0.905982,-0.156042,-0.116957,-0.496247,-0.117213,-0.132582,0.0106872,-0.139942,-0.416702,-0.0589795,-0.0384386,-0.175488,-0.0685157,-0.449504,-0.175762,-0.106265,-0.113373,-0.389911,-0.348726,-0.428962,-0.106949,-0.854676,-3.77706,-0.930444,-1.23134,-1.26001,-1.6562,-1.20201,-1.11296,-2.11181,-0.89816,-3.3735,-1.01904,-2.10214,-0.879399,-0.895715,-1.25951,-2.24443,-0.843508,-0.890447,-0.954923
-11.8091,0.995546,0.600789,2,3,0,12.5122,-0.122538,0.295537,-0.153787,0.976528,-0.144939,0.0187405,-0.897341,-0.016984,0.03702,0.399595,0.0241795,-0.573626,0.137626,0.0460916,-0.174309,0.203851,-0.636457,-0.15236,0.0605297,0.179657,-0.814675,-0.465223,-0.627512,0.0120856,-0.927693,-3.1364,-1.25336,-1.34068,-1.43994,-1.2163,-1.10169,-1.04601,-2.3274,-0.934323,-3.09543,-0.942047,-1.73252,-0.938777,-1.03635,-1.05738,-2.89675,-0.898467,-0.905615,-0.959873
-11.7784,0.967064,0.600789,3,7,0,12.5668,-0.229744,-0.0939846,-0.444144,1.08256,0.151214,-0.056016,-0.569187,0.0754352,-0.28748,-0.155757,-0.315977,-0.955637,0.101811,0.659538,0.0588313,-0.246214,-1.06158,-0.0264264,-0.101494,-0.622837,0.228581,-0.654256,-0.881088,0.0732609,-1.12506,-2.95622,-1.10422,-1.4371,-1.20423,-1.76198,-1.39782,-1.00842,-2.1137,-1.04766,-3.21933,-1.23763,-1.2983,-1.00952,-1.0526,-1.78586,-1.35201,-1.00342,-1.00367,-1.03416
-12.7618,0.917974,0.600789,2,7,0,13.5193,-0.45248,0.195037,-0.0213325,1.09483,-0.52804,-0.394793,-0.868559,-0.437893,-0.346045,-0.146928,-0.349222,-0.608837,-0.348142,-0.494489,-0.530885,-0.25128,-0.62983,-0.503674,-0.361982,-0.204767,-0.947977,-0.591899,-0.653732,-0.419858,-1.01704,-3.5772,-1.27498,-1.11418,-1.17839,-1.74641,-1.42749,-1.11428,-1.5776,-1.28578,-2.20363,-1.24674,-1.6827,-1.1802,-1.01341,-1.37859,-2.82662,-1.01048,-1.01503,-1.2654
-16.5663,0.556049,0.600789,3,7,0,21.0425,-0.0184071,0.132376,-0.945627,1.65007,0.636314,0.43369,-1.4072,0.631233,0.0406244,0.642291,-0.0230613,-1.76633,0.834817,1.73381,0.442274,0.283071,-2.01838,0.312911,0.39517,-0.411158,0.0951712,-1.12056,-1.68837,0.656827,-1.61467,-1.92125,-1.74771,-1.8724,-1.6119,-1.47328,-1.50338,-1.49888,-2.43384,-1.78719,-2.72408,-1.42862,-1.42232,-1.42551,-1.55354,-1.66135,-1.6199,-1.48073,-1.57513,-1.43558
-17.7573,0.837647,0.600789,3,7,0,20.4514,-0.0263751,0.159504,-1.0995,1.02003,0.73225,0.500667,-1.65234,0.72897,0.0453202,0.750287,-0.0287788,-2.06211,0.968158,2.00858,0.506682,0.329816,-2.35562,0.357147,0.456859,-0.475567,0.0911916,-1.31119,-1.97283,0.759236,-1.54825,-2.14688,-2.14071,-2.27534,-1.44622,-1.02841,-1.16133,-1.37445,-3.90218,-2.31013,-4.51896,-0.953151,-1.03846,-0.962278,-1.34128,-1.64399,-1.46652,-1.22138,-1.63573,-1.01409
-14.6371,1,0.600789,2,3,0,18.0242,-0.219542,0.134145,-0.881766,1.02593,0.385926,0.204671,-1.536,0.386222,-0.158637,0.412744,-0.218119,-1.85594,0.580806,1.40979,0.205076,0.0724162,-2.09183,0.0861298,0.170631,-0.571463,-0.141407,-1.25365,-1.78585,0.41106,-1.23345,-2.62632,-1.96432,-1.77851,-1.2668,-1.22577,-1.30399,-1.2089,-3.03135,-1.50945,-3.74475,-1.03253,-0.961984,-0.945715,-1.13247,-1.75641,-1.72353,-1.18355,-1.43617,-0.945617
-12.2592,0.993551,0.600789,2,7,0,15.5765,-0.0237274,0.357904,-0.415381,1.10625,0.122881,0.248983,-1.2343,0.261531,0.166251,0.720143,0.13556,-0.974027,0.483876,0.618696,0.040038,0.412123,-1.10864,0.0302396,0.284632,0.204216,-0.751216,-0.686663,-1.0126,0.300021,-1.12904,-2.39902,-1.57297,-1.60853,-1.55886,-1.10713,-1.12878,-1.02746,-2.65253,-1.05654,-3.11197,-1.02327,-1.27589,-1.02448,-1.24545,-1.13538,-2.47992,-1.02819,-1.04425,-1.02155
-11.4291,0.959043,0.600789,2,3,0,12.8558,-0.12115,0.0381925,-0.334485,0.969261,0.114496,0.0366303,-0.595099,0.108642,-0.104994,0.099488,-0.127442,-0.734167,0.176826,0.502305,0.0457917,-0.0232489,-0.822635,-0.00132033,0.0214914,-0.271605,-0.0585914,-0.505852,-0.704496,0.11691,-1.02529,-3.12347,-1.034,-1.47158,-1.29733,-1.51158,-1.21085,-0.962873,-2.41127,-0.905542,-3.62679,-1.035,-1.50566,-0.897749,-1.01026,-1.42789,-1.65122,-0.888504,-0.8899,-0.920033
-12.7231,0.746597,0.600789,3,7,0,15.2399,0.218673,0.242479,-0.350783,1.07683,0.370592,0.434195,-0.683903,0.45959,0.346399,0.756411,0.321022,-0.547454,0.620856,0.786564,0.300155,0.526245,-0.656367,0.282504,0.453818,0.331322,-0.240685,-0.305517,-0.565512,0.486662,-1.24499,-2.16977,-1.15503,-1.8361,-1.75419,-1.07113,-1.04013,-1.12939,-2.96022,-1.08711,-3.73765,-0.993202,-1.66004,-1.00222,-1.35174,-1.06352,-1.81393,-1.01755,-1.01074,-0.999524
-12.933,0.992729,0.600789,3,7,0,13.9898,-0.362414,0.33397,0.0127409,1.18596,-0.529154,-0.285483,-1.01634,-0.371285,-0.17946,0.136812,-0.181645,-0.543278,-0.225148,-0.52857,-0.52386,-0.0266156,-0.566643,-0.469444,-0.226082,0.0914356,-1.23468,-0.547837,-0.625892,-0.34111,-1.09599,-3.08914,-1.40729,-1.20396,-1.31861,-1.47796,-1.3364,-1.20364,-1.68103,-1.34505,-2.11559,-1.18913,-1.72166,-1.21979,-1.10867,-1.23711,-3.09271,-1.08949,-1.09672,-1.2659
-12.5235,0.958046,0.600789,3,7,0,14.4652,-0.0786744,0.212391,0.0352058,1.16693,-0.205264,-0.0417696,-0.462343,-0.102937,0.038061,0.225618,0.0384625,-0.145909,-0.0141532,-0.236175,-0.196306,0.130079,-0.153846,-0.157396,-0.00222355,0.22628,-0.646494,-0.16727,-0.201603,-0.084136,-1.08638,-2.73605,-1.12959,-1.32982,-1.45558,-1.40928,-1.21142,-1.41456,-1.90053,-1.18661,-2.58122,-1.12432,-2.19309,-1.10491,-1.1497,-1.16865,-2.24408,-1.12551,-1.19133,-1.14683
-12.0421,0.976035,0.600789,2,3,0,13.2356,-0.154047,0.369076,-0.130223,1.02039,-0.228903,-0.00503514,-1.04818,-0.064709,0.046091,0.467907,0.0341411,-0.608358,0.118899,-0.0617042,-0.252825,0.242607,-0.671033,-0.215598,0.0511892,0.260588,-1.04828,-0.5151,-0.682852,-0.0292927,-0.952198,-3.0393,-1.39782,-1.30598,-1.44697,-1.18412,-1.1223,-1.05994,-2.2213,-1.00883,-2.80277,-0.971632,-1.66463,-0.998475,-1.0638,-1.04758,-3.2369,-0.93953,-0.942646,-1.01315
-14.2603,0.934465,0.600789,2,7,0,14.7107,-0.00667751,0.584734,0.137053,1.28223,-0.385618,0.0771294,-1.01527,-0.101046,0.315276,0.811534,0.319033,-0.121027,0.137238,-0.517032,-0.352675,0.560934,-0.132631,-0.239183,0.188623,0.857065,-1.58933,-0.20717,-0.279032,-0.0498588,-1.16756,-2.39509,-1.4388,-1.38095,-1.67956,-1.20932,-1.20121,-1.46495,-1.99785,-1.38025,-2.23115,-1.16857,-2.11765,-1.21034,-1.29483,-1.17201,-3.43155,-1.20211,-1.24041,-1.21946
