# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 0
# model = m7x469s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 2
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.9s_data_2.R
# init = 2 (Default)
# random
#   seed = 2924501525 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m7.9s_chain_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 4
# stanc_version = stanc3 c83c399
# stancflags = --warn-pedantic --O
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,a,b.1,b.2,sigma,mu.1,mu.2,mu.3,mu.4,mu.5,mu.6,mu.7,mu.8,mu.9,mu.10,mu.11,mu.12,mu.13,mu.14,mu.15,mu.16,mu.17,mu.18,mu.19,mu.20,log_lik.1,log_lik.2,log_lik.3,log_lik.4,log_lik.5,log_lik.6,log_lik.7,log_lik.8,log_lik.9,log_lik.10,log_lik.11,log_lik.12,log_lik.13,log_lik.14,log_lik.15,log_lik.16,log_lik.17,log_lik.18,log_lik.19,log_lik.20
# Adaptation terminated
# Step size = 0.600789
# Diagonal elements of inverse mass matrix:
# 0.0641349, 0.0737274, 0.0704722, 0.0298993
-14.827,0.975777,0.600789,3,7,0,15.9916,0.220485,0.651177,-0.251088,1.36949,0.104586,0.492853,-1.38241,0.392763,0.573295,1.32821,0.550802,-0.618686,0.719978,0.424202,0.0579795,0.924097,-0.734713,0.120274,0.590659,0.939195,-1.34695,-0.439616,-0.747635,0.455555,-1.29963,-1.91022,-1.69198,-1.70603,-1.87849,-1.23906,-1.23609,-1.29772,-2.56518,-1.23631,-2.6202,-1.28069,-1.59549,-1.23344,-1.52674,-1.2444,-2.88111,-1.2363,-1.23349,-1.23565
-12.0052,0.971533,0.600789,2,7,0,16.9387,-0.139068,0.0608922,-0.525803,0.933727,0.23096,0.10917,-0.885815,0.22216,-0.113202,0.209063,-0.148499,-1.10324,0.329722,0.840625,0.122965,0.0156955,-1.24237,0.0490405,0.0855221,-0.374437,-0.0429434,-0.744319,-1.0568,0.235235,-1.07431,-3.09201,-1.23128,-1.62328,-1.28352,-1.39343,-1.21764,-0.850393,-2.80221,-1.00623,-4.00611,-0.986443,-1.09852,-0.854701,-1.02,-1.55733,-1.65173,-0.873306,-0.898021,-0.859776
-14.8932,0.756057,0.600789,2,7,0,15.4287,0.26312,0.179755,0.116643,1.40853,0.0901345,0.25584,0.0415978,0.182918,0.36315,0.478375,0.369228,0.359345,0.244753,-0.0362638,0.115634,0.424414,0.374807,0.162353,0.294979,0.573527,-0.259407,0.282108,0.302096,0.197585,-1.32054,-2.10584,-1.26467,-1.57856,-1.71769,-1.38632,-1.2816,-1.80556,-2.04203,-1.29334,-2.63962,-1.26303,-2.56583,-1.26166,-1.4045,-1.26812,-1.75443,-1.43361,-1.55037,-1.26841
-12.3314,0.906477,0.600789,3,7,0,20.1188,-0.408681,-0.115453,-0.471873,1.00693,0.00339963,-0.227964,-0.738063,-0.084443,-0.47856,-0.353685,-0.508694,-1.1704,-0.0633385,0.542746,-0.0948757,-0.441972,-1.2817,-0.187904,-0.279018,-0.847158,0.118718,-0.850391,-1.0874,-0.0881711,-1.0037,-3.56683,-1.14539,-1.28576,-1.05097,-2.08909,-1.58993,-0.927651,-1.9652,-0.950471,-3.15881,-1.36602,-1.11447,-0.977577,-0.941707,-2.16159,-1.43934,-0.972045,-0.975987,-1.02637
-13.0439,0.949352,0.600789,3,7,0,14.845,-0.404163,-0.0451074,-0.248728,1.33728,-0.19436,-0.305012,-0.609333,-0.23326,-0.432377,-0.35134,-0.448404,-0.815256,-0.215153,0.0906545,-0.246036,-0.405769,-0.875183,-0.292601,-0.32916,-0.614247,-0.16701,-0.646385,-0.775336,-0.233794,-1.22071,-2.80829,-1.29065,-1.34873,-1.29412,-1.86708,-1.54798,-1.23385,-1.68206,-1.22419,-2.30212,-1.44038,-1.50331,-1.26093,-1.21424,-1.7192,-1.68657,-1.21249,-1.20959,-1.30926
-11.9413,0.966812,0.600789,3,7,0,14.2899,0.0134415,0.0685454,-0.27366,0.922963,0.188693,0.151753,-0.449043,0.201434,0.0470726,0.250404,0.0283682,-0.510808,0.273757,0.507688,0.13278,0.131294,-0.586161,0.100087,0.145908,-0.0598239,-0.0321038,-0.323551,-0.495593,0.211589,-1.03801,-3.03524,-0.922729,-1.60182,-1.46068,-1.34836,-1.06687,-1.04947,-2.71704,-0.859604,-4.09563,-0.919783,-1.85221,-0.839528,-1.05308,-1.21036,-1.64397,-0.86738,-0.882501,-0.852286
-14.4213,0.804465,0.600789,3,7,0,15.1406,-0.608469,-0.187093,-0.616608,1.35993,-0.0529531,-0.381279,-0.966302,-0.184766,-0.719607,-0.59143,-0.758656,-1.58176,-0.173252,0.650165,-0.181661,-0.68864,-1.72433,-0.308906,-0.454345,-1.22984,0.174649,-1.16405,-1.46451,-0.19293,-1.2578,-2.87246,-1.44316,-1.38007,-1.24502,-2.07682,-1.76418,-1.28655,-1.71317,-1.25597,-2.35275,-1.61015,-1.23473,-1.27988,-1.22637,-2.271,-1.47787,-1.3302,-1.35732,-1.31002
-13.3041,0.966559,0.600789,3,7,0,16.1677,0.230578,0.346258,-0.435421,1.18554,0.397858,0.509297,-0.980475,0.529609,0.413899,0.96658,0.381989,-0.747967,0.74986,0.91627,0.310788,0.65819,-0.886767,0.295981,0.541595,0.430892,-0.457027,-0.447095,-0.781379,0.567328,-1.31216,-1.97376,-1.38349,-1.85615,-1.78259,-1.10567,-1.11503,-1.13575,-2.91413,-1.21592,-3.37268,-1.09773,-1.45448,-1.09825,-1.44484,-1.12222,-1.99549,-1.0925,-1.0892,-1.10395
-12.6506,0.980357,0.600789,3,7,0,14.6071,0.117067,0.26037,-0.342602,1.23884,0.254368,0.333385,-0.81163,0.352358,0.2547,0.677898,0.229702,-0.645528,0.520303,0.661717,0.185762,0.4413,-0.753777,0.172217,0.35668,0.258546,-0.392641,-0.408943,-0.668884,0.380938,-1.27004,-2.13409,-1.3119,-1.6762,-1.63161,-1.21596,-1.19114,-1.20338,-2.48284,-1.17131,-3.0231,-1.13434,-1.56127,-1.13354,-1.34952,-1.20733,-1.89754,-1.13908,-1.13635,-1.13321
-12.5448,0.955183,0.600789,3,7,0,14.2141,-0.410178,-0.169721,-0.28427,0.980175,-0.114816,-0.326078,-0.407932,-0.214812,-0.507095,-0.528641,-0.524341,-0.808072,-0.246515,0.205516,-0.174819,-0.531627,-0.867143,-0.246576,-0.374401,-0.808151,0.167316,-0.616528,-0.733741,-0.226164,-0.939459,-3.9274,-0.958052,-1.17167,-1.01643,-2.42215,-1.61877,-0.946342,-1.73646,-0.905652,-3.08173,-1.4558,-1.45429,-0.975076,-0.902582,-2.13957,-1.39044,-0.901628,-0.899545,-1.07976
-13.2985,0.96314,0.600789,3,7,0,14.0178,0.0345727,0.0980753,-0.666626,1.28215,0.493886,0.354458,-0.953992,0.49254,0.0787902,0.507534,0.0338513,-1.20053,0.638166,1.26779,0.357134,0.251916,-1.3786,0.266685,0.328137,-0.235946,0.102307,-0.745231,-1.14673,0.511014,-1.40721,-2.07964,-1.4047,-1.79056,-1.50991,-1.3059,-1.2836,-1.16997,-2.57772,-1.4411,-3.19196,-1.18662,-1.25021,-1.17267,-1.35561,-1.45471,-1.49445,-1.17975,-1.21098,-1.17411
-14.2056,0.934064,0.600789,3,7,0,15.658,-0.174527,0.302715,-0.712918,1.37802,0.223634,0.216488,-1.62807,0.315172,-0.0189728,0.63067,-0.0688252,-1.61584,0.558632,1.06034,0.078965,0.258157,-1.82204,0.0132707,0.223033,-0.199538,-0.615134,-1.12648,-1.60636,0.352912,-1.34001,-2.16008,-1.87809,-1.65359,-1.48392,-1.31967,-1.3763,-1.30697,-2.37191,-1.38418,-2.63462,-1.25534,-1.24119,-1.24355,-1.36183,-1.46996,-2.04991,-1.32882,-1.42441,-1.23961
-15.3937,0.9401,0.600789,2,7,0,17.1796,-0.0328353,0.616197,-0.644052,1.40609,0.165667,0.405154,-2.03257,0.409439,0.295257,1.21326,0.247114,-1.54358,0.781352,0.937238,0.0377077,0.704968,-1.75718,0.0321262,0.471171,0.402439,-1.31969,-1.09727,-1.61828,0.474687,-1.33894,-1.97444,-2.233,-1.71942,-1.6725,-1.25999,-1.30116,-1.3073,-2.59347,-1.35632,-2.55204,-1.27009,-1.26492,-1.26248,-1.47825,-1.28786,-2.78874,-1.33707,-1.44235,-1.26289
-14.9089,0.983254,0.600789,3,7,0,17.1627,-0.050844,-0.00941687,0.197393,0.945602,-0.19608,-0.140712,0.202563,-0.186458,-0.0531974,-0.161193,-0.0400686,0.302932,-0.220878,-0.424341,-0.15543,-0.0953371,0.354095,-0.125569,-0.129477,0.0554759,-0.121793,0.168356,0.282235,-0.190145,-0.884894,-3.63612,-0.904803,-1.17947,-1.34569,-1.87212,-1.13064,-1.97927,-1.79966,-1.17223,-3.25297,-1.06306,-3.70461,-0.901255,-0.923483,-1.12185,-1.75209,-1.14702,-1.48041,-1.0343
-14.9089,0.238946,0.600789,1,1,0,18.1312,-0.050844,-0.00941687,0.197393,0.945602,-0.19608,-0.140712,0.202563,-0.186458,-0.0531974,-0.161193,-0.0400686,0.302932,-0.220878,-0.424341,-0.15543,-0.0953371,0.354095,-0.125569,-0.129477,0.0554759,-0.121793,0.168356,0.282235,-0.190145,-0.884894,-3.63612,-0.904803,-1.17947,-1.34569,-1.87212,-1.13064,-1.97927,-1.79966,-1.17223,-3.25297,-1.06306,-3.70461,-0.901255,-0.923483,-1.12185,-1.75209,-1.14702,-1.48041,-1.0343
-17.8792,0.415616,0.600789,1,1,0,18.2767,0.0421913,-0.0345327,0.307701,0.892312,-0.174868,-0.102806,0.476983,-0.169201,0.0276574,-0.159869,0.0483029,0.605754,-0.231658,-0.531596,-0.111661,-0.0472619,0.68709,-0.0682271,-0.0887741,0.181402,-0.0169182,0.395729,0.578313,-0.176752,-0.835134,-3.81412,-0.993457,-1.17689,-1.44551,-1.93601,-1.03368,-2.65351,-1.83942,-1.25966,-3.6038,-0.995004,-5.00855,-0.831183,-0.890768,-0.998038,-1.64427,-1.35993,-1.94414,-0.988167
-14.0965,1,0.600789,3,7,0,20.4175,-0.66736,-0.0532521,-0.184832,1.32383,-0.502171,-0.598558,-0.780293,-0.540353,-0.699125,-0.657969,-0.710856,-0.960835,-0.535646,-0.291277,-0.54073,-0.688527,-1.00379,-0.578429,-0.619964,-0.849837,-0.439955,-0.835588,-0.926376,-0.542543,-1.20281,-3.25595,-1.34307,-1.24475,-1.22234,-2.16554,-1.72919,-1.20581,-1.47317,-1.30583,-2.0067,-1.60439,-1.4287,-1.34507,-1.20692,-1.91683,-1.91089,-1.22367,-1.20657,-1.43358
-12.9246,0.988374,0.600789,3,7,0,15.2421,-0.0520786,0.147303,-0.0147598,1.2974,-0.11017,-0.00910951,-0.364719,-0.04199,0.0283268,0.178034,0.0260165,-0.167784,0.0255882,-0.0863907,-0.11204,0.0996397,-0.183295,-0.0912741,0.0157598,0.135823,-0.426958,-0.155913,-0.201849,-0.0283886,-1.20322,-2.48345,-1.20496,-1.41818,-1.48268,-1.47881,-1.29561,-1.44298,-1.88441,-1.22819,-2.50273,-1.22759,-2.05489,-1.19464,-1.24607,-1.28625,-1.90786,-1.22412,-1.2747,-1.22488
-12.3239,0.99174,0.600789,2,7,0,13.2964,0.0192781,0.0450108,-0.254149,1.23897,0.190806,0.143117,-0.372875,0.193874,0.0403061,0.211125,0.0231043,-0.456241,0.252772,0.486203,0.138731,0.109853,-0.524735,0.105443,0.134419,-0.0736764,0.0253402,-0.282565,-0.437581,0.20161,-1.24459,-2.36304,-1.16293,-1.55107,-1.47382,-1.44035,-1.26194,-1.27241,-2.15124,-1.14229,-2.94973,-1.18351,-1.74943,-1.13352,-1.24767,-1.34667,-1.5373,-1.15553,-1.16889,-1.14174
-13.0732,0.947823,0.600789,3,7,0,14.0625,-0.281297,-0.074574,0.0439705,1.17759,-0.279561,-0.319237,-0.0796518,-0.31148,-0.321486,-0.415563,-0.317904,-0.158366,-0.351285,-0.333725,-0.271084,-0.364571,-0.141193,-0.275802,-0.329445,-0.35444,-0.109143,-0.189238,-0.14537,-0.31889,-1.08712,-3.16872,-1.08244,-1.22428,-1.23985,-2.00284,-1.42142,-1.4089,-1.57079,-1.23617,-2.45587,-1.35367,-2.19799,-1.14354,-1.0884,-1.51101,-1.64425,-1.12787,-1.22243,-1.25022
-11.9614,0.977871,0.600789,3,7,0,14.5501,-0.106219,0.248497,-0.48828,1.07021,0.147121,0.171768,-1.18423,0.229163,0.0228502,0.507565,-0.011667,-1.11845,0.414164,0.722067,0.0483651,0.231798,-1.26295,0.00982907,0.183471,-0.0683518,-0.514752,-0.782774,-1.12195,0.258753,-1.11458,-2.58681,-1.52795,-1.58226,-1.42783,-1.18546,-1.17893,-0.986822,-2.61167,-1.05761,-3.23861,-1.01885,-1.16405,-0.993737,-1.16662,-1.26912,-2.18092,-1.01161,-1.04132,-0.991564
-12.5744,0.946535,0.600789,2,3,0,12.9933,0.0402372,0.360035,-0.470804,1.08464,0.227865,0.338054,-1.24046,0.363573,0.230596,0.814315,0.196223,-1.00908,0.595355,0.787747,0.133605,0.488062,-1.15802,0.115342,0.370458,0.237643,-0.666,-0.683939,-1.04172,0.403052,-1.16451,-2.29906,-1.5816,-1.72102,-1.6254,-1.0577,-1.08838,-1.00451,-2.89321,-1.09345,-3.36013,-1.00028,-1.23428,-1.00037,-1.29213,-1.10567,-2.38511,-1.00847,-1.0319,-1.00086
-13.3531,0.930491,0.600789,3,7,0,14.4648,-0.0651016,-0.312466,-0.275714,1.24941,0.290913,-0.0200919,0.233284,0.124436,-0.240017,-0.40376,-0.255404,-0.361002,0.0281269,0.594834,0.231536,-0.332556,-0.406511,0.138743,-0.0928898,-0.648624,0.878451,-0.177048,-0.252991,0.099987,-1.29184,-2.56265,-1.17124,-1.50367,-1.31808,-1.94722,-1.4052,-1.32128,-1.90443,-1.16593,-3.07104,-1.36513,-1.85621,-1.14161,-1.18439,-1.75555,-1.16338,-1.18482,-1.22675,-1.16382
-12.5105,0.918081,0.600789,2,7,0,15.8441,-0.0274072,0.104311,-0.303333,1.30139,0.15352,0.132907,-0.596801,0.180959,0.0253767,0.278129,0.00438743,-0.62575,0.273688,0.5084,0.0917709,0.131904,-0.711532,0.0599776,0.131397,-0.0707636,-0.151371,-0.41784,-0.615769,0.19479,-1.27085,-2.30879,-1.26404,-1.55251,-1.48214,-1.42366,-1.3061,-1.25159,-2.12703,-1.19293,-2.76397,-1.22299,-1.59949,-1.18408,-1.28505,-1.37445,-1.67405,-1.1871,-1.18926,-1.19076
-13.4079,0.966211,0.600789,3,7,0,13.641,-0.193248,-0.0562405,-0.134633,0.817609,-0.0647166,-0.147449,-0.240547,-0.10073,-0.225937,-0.212819,-0.234324,-0.396392,-0.10504,0.0881004,-0.092942,-0.226332,-0.426293,-0.12314,-0.166101,-0.349481,0.017652,-0.305377,-0.367052,-0.103912,-0.798632,-4.44936,-0.739109,-1.24284,-1.14544,-2.1731,-1.30482,-1.0984,-2.20474,-0.757547,-4.11055,-1.11521,-2.34237,-0.767784,-0.781448,-1.59861,-1.65831,-0.760272,-0.838133,-0.880855
-12.8642,0.999314,0.600789,3,7,0,14.4842,0.0354058,0.101756,-0.406259,1.33035,0.295575,0.240734,-0.651166,0.314488,0.0853311,0.387183,0.0575637,-0.742861,0.421854,0.769135,0.21257,0.21036,-0.854726,0.164035,0.232057,-0.0733628,-0.0322016,-0.464871,-0.720274,0.329563,-1.33869,-2.16657,-1.29952,-1.6481,-1.52638,-1.38293,-1.30412,-1.24245,-2.26432,-1.26155,-2.87998,-1.22854,-1.51315,-1.2046,-1.33904,-1.38937,-1.592,-1.20616,-1.20504,-1.2047
-13.8772,0.95726,0.600789,3,7,0,15.4378,-0.149293,0.54731,-0.0741514,1.36901,-0.350494,0.018924,-1.33387,-0.0985418,0.149183,0.715101,0.139323,-0.613253,0.155507,-0.239852,-0.361425,0.417843,-0.675814,-0.287335,0.110066,0.537231,-1.53285,-0.55599,-0.737574,-0.0477281,-1.23353,-2.37318,-1.65861,-1.42136,-1.57456,-1.29123,-1.30308,-1.29885,-1.9776,-1.31644,-2.15735,-1.23495,-1.63295,-1.28083,-1.31922,-1.24355,-3.13772,-1.23307,-1.23328,-1.27811
-15.995,0.932173,0.600789,2,7,0,16.6511,-0.00379215,0.476955,-0.367558,1.71197,0.0505613,0.277148,-1.39604,0.248568,0.252019,0.896968,0.223408,-0.942252,0.516375,0.49663,-0.0214646,0.544096,-1.07414,-0.00499374,0.336797,0.412006,-1.06313,-0.685995,-1.01532,0.297194,-1.49029,-2.01491,-1.75619,-1.69708,-1.71649,-1.47046,-1.48788,-1.46138,-2.16064,-1.46195,-2.28329,-1.45687,-1.57299,-1.45997,-1.56444,-1.47447,-2.28399,-1.46001,-1.46697,-1.45733
-11.6705,0.934733,0.600789,3,7,0,19.9823,-0.262644,0.00384767,-0.438076,1.09901,0.0676991,-0.0674158,-0.790872,0.0383319,-0.266753,-0.0435519,-0.295735,-1.0374,0.107158,0.573499,-0.0226512,-0.18116,-1.14959,-0.0915975,-0.0953407,-0.52138,-0.0609663,-0.738946,-0.987324,0.0449635,-1.10157,-2.9334,-1.22797,-1.40856,-1.22529,-1.63529,-1.38498,-1.01553,-2.10281,-1.0401,-3.01723,-1.20701,-1.24657,-1.03479,-1.0679,-1.66767,-1.60957,-1.02903,-1.03316,-1.05531
-11.9391,0.985836,0.600789,2,7,0,12.1397,-0.004047,0.199104,-0.104099,1.00511,-0.0187651,0.0913508,-0.526617,0.0674032,0.10344,0.347954,0.0947571,-0.308813,0.171639,0.110501,-0.0386532,0.215929,-0.351269,-0.0239446,0.119472,0.199245,-0.470102,-0.235447,-0.345059,0.0869944,-0.993697,-2.89361,-1.02685,-1.42507,-1.50745,-1.26847,-1.07759,-1.24169,-2.33217,-0.945614,-3.2851,-0.964768,-2.11141,-0.936694,-1.08928,-1.06654,-2.20574,-0.971255,-1.0128,-0.961829
-12.5675,0.732555,0.600789,2,3,0,16.721,-0.0346012,0.477276,-0.151736,1.05329,-0.144037,0.150706,-1.17106,0.0694794,0.224447,0.761576,0.210095,-0.59272,0.304361,0.0529467,-0.171533,0.475387,-0.669513,-0.120748,0.224501,0.511627,-1.19905,-0.483472,-0.690993,0.11504,-0.999004,-2.65922,-1.5164,-1.42899,-1.62714,-1.05059,-1.05877,-1.09143,-2.46284,-1.00283,-2.86721,-0.971199,-1.65343,-1.00056,-1.181,-0.993516,-3.43481,-0.972529,-0.97357,-0.998643
-13.4596,0.911367,0.600789,3,7,0,14.293,-0.151927,-0.0883597,-0.19006,1.41429,0.0337382,-0.0894877,-0.200738,-0.0213155,-0.20298,-0.193122,-0.214738,-0.433245,-0.0313755,0.249059,-0.00617904,-0.207705,-0.474742,-0.0502154,-0.117392,-0.384456,0.169051,-0.30487,-0.389649,-0.026622,-1.31129,-2.44887,-1.26978,-1.47596,-1.41738,-1.73837,-1.45325,-1.38004,-1.81587,-1.2668,-2.49379,-1.39176,-1.77347,-1.27423,-1.29462,-1.5793,-1.50081,-1.2799,-1.30145,-1.30358
-12.3314,0.985897,0.600789,3,7,0,14.5511,-0.11838,0.277286,-0.224993,0.860502,-0.0782077,0.049964,-0.941225,0.0361022,0.0301799,0.410797,0.0127996,-0.683906,0.193529,0.194172,-0.122414,0.202147,-0.763468,-0.114633,0.0839038,0.116541,-0.728782,-0.527225,-0.725066,0.0645338,-0.836009,-3.56853,-1.28025,-1.41042,-1.46088,-1.17049,-1.04438,-0.891267,-2.74006,-0.779271,-3.74767,-0.829738,-1.64119,-0.811107,-0.967246,-1.02768,-3.12476,-0.768896,-0.769975,-0.828983
-12.3011,0.992566,0.600789,3,7,0,13.0406,-0.22317,-0.0410683,-0.335266,1.26454,0.0503475,-0.0846421,-0.539256,0.00718676,-0.250401,-0.122105,-0.272183,-0.789306,0.0403445,0.435428,-0.0191501,-0.20536,-0.871656,-0.0788205,-0.113732,-0.479984,0.045319,-0.561437,-0.74029,0.00826128,-1.21537,-2.62721,-1.22226,-1.43344,-1.32113,-1.68556,-1.42057,-1.1858,-1.91016,-1.15787,-2.67206,-1.31046,-1.48442,-1.16807,-1.19078,-1.61587,-1.52776,-1.15374,-1.1539,-1.19307
-14.6602,0.895502,0.600789,2,7,0,15.1546,-0.525555,-0.216702,-0.0283395,0.968292,-0.402143,-0.56657,-0.125092,-0.506007,-0.644552,-0.839713,-0.64446,-0.443589,-0.597755,-0.379355,-0.409719,-0.739887,-0.433555,-0.448215,-0.606424,-0.832132,0.0501268,-0.426959,-0.387647,-0.525299,-0.886753,-4.63959,-0.888287,-0.986583,-0.947543,-3.06678,-1.78272,-1.12351,-1.3355,-1.14702,-2.63976,-1.71025,-2.03379,-1.06871,-0.898411,-2.19781,-1.51917,-0.894063,-0.964086,-1.30783
-15.4944,0.979164,0.600789,3,7,0,17.4629,0.109233,0.775488,-0.32053,1.41138,-0.0124833,0.443135,-1.82521,0.329177,0.52909,1.4389,0.500881,-0.928062,0.722154,0.392974,-0.0724243,0.950975,-1.07173,-0.00165299,0.558209,0.95219,-1.74703,-0.700156,-1.07912,0.404265,-1.30003,-1.94115,-2.03606,-1.66703,-1.83686,-1.28005,-1.26922,-1.27181,-2.51987,-1.26487,-2.42419,-1.31392,-1.43577,-1.26826,-1.52289,-1.27526,-3.35439,-1.2696,-1.28772,-1.26393
-12.9607,0.961317,0.600789,3,7,0,17.4128,-0.277766,-0.188793,-0.148027,0.935705,-0.0767334,-0.258802,-0.0754268,-0.175998,-0.383187,-0.49142,-0.391257,-0.423824,-0.237033,0.0854742,-0.10878,-0.44265,-0.446581,-0.161899,-0.301575,-0.619152,0.283364,-0.325321,-0.360725,-0.191037,-0.909942,-3.9929,-0.852496,-1.18473,-1.05745,-2.45201,-1.47374,-1.12133,-1.78532,-0.883706,-3.40467,-1.36296,-2.05912,-0.903153,-0.866519,-1.90098,-1.27072,-0.879873,-0.947461,-1.02798
-15.4913,0.71076,0.600789,3,7,0,17.3529,-0.0476272,0.209098,-0.876562,1.50556,0.518642,0.392812,-1.50806,0.554535,0.0543718,0.695558,-0.00544552,-1.72048,0.781557,1.53994,0.339464,0.319279,-1.96101,0.233103,0.372256,-0.296279,-0.166386,-1.12081,-1.66921,0.586112,-1.5118,-1.96066,-1.78374,-1.81998,-1.56515,-1.38033,-1.42337,-1.41032,-2.49162,-1.65676,-2.77629,-1.33553,-1.32892,-1.33018,-1.48028,-1.56308,-1.70407,-1.40141,-1.50704,-1.33905
-15.0101,0.99665,0.600789,3,7,0,18.0293,0.236495,0.70314,-0.0112852,1.27195,-0.0856649,0.415365,-1.18557,0.244,0.621145,1.30612,0.614026,-0.211492,0.557515,-0.040448,-0.0823818,0.950233,-0.270418,0.0261359,0.53794,1.16907,-1.58156,-0.19513,-0.380988,0.308077,-1.18886,-2.02229,-1.54352,-1.59182,-1.95405,-1.16424,-1.15993,-1.40896,-2.48711,-1.19948,-2.57538,-1.22136,-1.98036,-1.16322,-1.46625,-1.21749,-3.44717,-1.19717,-1.20591,-1.16043
-14.245,0.961312,0.600789,3,7,0,16.3228,0.0703369,0.680697,-0.214259,1.062,-0.087371,0.333672,-1.54794,0.217301,0.439825,1.20481,0.419498,-0.72187,0.551964,0.191089,-0.126143,0.797307,-0.830844,-0.053371,0.439059,0.850669,-1.59145,-0.567523,-0.862279,0.282249,-1.02075,-2.34074,-1.94635,-1.57158,-1.87566,-0.979315,-1.003,-1.04586,-2.87333,-0.986375,-2.92795,-1.01754,-1.48601,-0.994982,-1.33612,-0.984934,-4.2846,-0.979327,-0.982984,-0.982002
-13.0422,0.938685,0.600789,2,3,0,15.1299,0.129453,0.480753,-0.204704,1.0474,0.0585425,0.33911,-1.07691,0.269923,0.389652,0.956679,0.371769,-0.524176,0.514463,0.31682,0.0201459,0.652342,-0.614773,0.0630677,0.410057,0.648421,-1.01842,-0.378804,-0.617126,0.316559,-1.05856,-2.35644,-1.42657,-1.63108,-1.82309,-0.988424,-1.00098,-1.12164,-2.84264,-0.965253,-3.25814,-0.975442,-1.71829,-0.967672,-1.30896,-0.968733,-3.08689,-0.977736,-0.975699,-0.966247
-12.7709,0.956087,0.600789,3,7,0,15.0889,-0.485677,-0.0217591,-0.135138,1.18678,-0.372981,-0.431127,-0.602656,-0.392824,-0.499502,-0.452818,-0.508235,-0.710704,-0.381767,-0.218002,-0.401035,-0.483768,-0.743482,-0.425903,-0.443766,-0.596147,-0.363956,-0.61892,-0.689682,-0.392864,-1.09034,-3.33984,-1.19059,-1.19599,-1.17292,-2.03917,-1.56786,-1.14677,-1.54617,-1.19267,-2.26837,-1.43571,-1.56515,-1.20226,-1.09026,-1.72002,-1.89224,-1.09216,-1.09239,-1.29318
-12.5641,0.92633,0.600789,3,7,0,14.5396,-0.143082,0.405446,-0.31123,1.2289,-0.097803,0.0951958,-1.32515,0.0706033,0.0743924,0.622034,0.0501521,-0.938688,0.298071,0.279979,-0.158778,0.322445,-1.05049,-0.144583,0.145981,0.211111,-1.04418,-0.721683,-1.00094,0.111921,-1.15409,-2.43754,-1.64595,-1.46236,-1.49473,-1.22893,-1.24488,-1.13477,-2.21354,-1.12557,-2.53554,-1.13583,-1.36408,-1.15112,-1.24597,-1.21622,-2.70331,-1.13547,-1.14294,-1.14598
-13.5234,0.968716,0.600789,3,7,0,14.2297,-0.235109,0.331602,0.181132,1.21204,-0.528411,-0.233442,-0.684212,-0.359672,-0.0510625,0.178555,-0.0420987,-0.117625,-0.240385,-0.72229,-0.488394,0.0684675,-0.0977959,-0.407616,-0.163463,0.317007,-1.18259,-0.236916,-0.219271,-0.332126,-1.1174,-2.94265,-1.2393,-1.22538,-1.40639,-1.45407,-1.2751,-1.4464,-1.6643,-1.4805,-2.1351,-1.17545,-2.21691,-1.21182,-1.14084,-1.17095,-2.94592,-1.14341,-1.21393,-1.27586
-11.5738,1,0.600789,2,3,0,13.6723,-0.138903,0.00147413,-0.27383,1.10811,0.0680237,-0.0171012,-0.46722,0.0492295,-0.141981,-0.00336321,-0.160089,-0.622617,0.0918384,0.384143,0.0115406,-0.0889119,-0.692667,-0.031702,-0.0347196,-0.301876,-0.0104253,-0.436072,-0.591089,0.0532901,-1.10849,-2.82303,-1.08557,-1.41906,-1.30911,-1.59391,-1.28997,-1.1183,-2.07309,-1.0233,-3.05445,-1.16416,-1.61531,-1.03304,-1.09467,-1.46009,-1.55971,-1.02636,-1.03441,-1.06073
