# stan_version_major = 2
# stan_version_minor = 24
# stan_version_patch = 0
# model = m2x460s_model
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 1
# id = 4
# data
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m2.0s_data_4.R
# init = 2 (Default)
# random
#   seed = 2571393543 (Default)
# output
#   file = /Users/rob/.julia/dev/StatisticalRethinkingStan/tmp/m2.0s_chain_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
# num_threads = 1
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,theta
-7.32729,0.980297,1.01445,1,1,0,7.32965,0.704244
-7.30253,1,1.01445,1,1,0,7.3407,0.696889
-7.44325,0.964525,1.01445,1,1,0,7.44867,0.73056
-7.86385,0.86345,1.01445,1,3,0,8.41973,0.464753
-7.76189,1,1.01445,1,1,0,7.98464,0.478786
-7.35598,1,1.01445,1,1,0,7.64336,0.556181
-7.21353,0.998073,1.01445,2,3,0,7.3694,0.647973
-7.22722,0.957893,1.01445,2,3,0,7.44004,0.609423
-7.31262,0.988702,1.01445,2,3,0,7.31262,0.569362
-7.33933,0.997281,1.01445,2,3,0,7.36548,0.560981
-7.2603,1,1.01445,2,3,0,7.31689,0.681306
-7.21213,1,1.01445,1,3,0,7.24943,0.645106
-7.25102,0.9909,1.01445,1,3,0,7.25288,0.677012
-7.24267,1,1.01445,1,1,0,7.2561,0.672683
-7.56959,0.931626,1.01445,1,3,0,7.58041,0.751581
-7.22454,1,1.01445,1,3,0,7.50174,0.660595
-7.43855,0.963861,1.01445,2,3,0,7.49422,0.535612
-7.99856,0.715017,1.01445,2,3,0,9.23974,0.799894
-7.51618,1,1.01445,1,1,0,7.89874,0.743333
-7.21055,0.998534,1.01445,2,3,0,7.51441,0.633141
-7.21122,0.993888,1.01445,2,3,0,7.24185,0.630118
-7.21761,0.840589,1.01445,2,3,0,8.07986,0.653771
-7.79568,0.889659,1.01445,2,3,0,8.0027,0.779993
-7.21197,0.985791,1.01445,1,3,0,7.78502,0.627942
-7.22544,0.997955,1.01445,2,3,0,7.22705,0.661337
-7.22192,0.994567,1.01445,2,3,0,7.26211,0.658269
-7.21488,1,1.01445,1,1,0,7.22032,0.650168
-7.23205,0.998077,1.01445,2,3,0,7.23206,0.666223
-7.21171,1,1.01445,1,3,0,7.22689,0.644041
-7.2106,0.995553,1.01445,2,3,0,7.2355,0.639929
-7.22998,0.967329,1.01445,2,3,0,7.38371,0.664791
-7.31598,0.982871,1.01445,1,3,0,7.31602,0.701001
-7.22078,0.861628,1.01445,2,3,0,8.21957,0.657177
-7.86691,0.863259,1.01445,2,3,0,8.15886,0.464351
-7.5138,1,1.01445,1,1,0,7.80398,0.519914
-7.21112,1,1.01445,1,3,0,7.45373,0.630482
-7.21112,0.916051,1.01445,1,3,0,7.51531,0.630482
-7.21112,0.470797,1.01445,1,3,0,9.48776,0.630482
-7.22196,0.996746,1.01445,1,3,0,7.22686,0.658306
-7.22057,1,1.01445,1,1,0,7.22419,0.65697
-7.31393,0.979731,1.01445,1,3,0,7.31565,0.700393
-7.42715,0.971433,1.01445,1,1,0,7.43706,0.727439
-9.36802,0.667418,1.01445,1,3,0,9.54469,0.879689
-7.59353,0.982284,1.01445,1,3,0,9.07611,0.75504
-7.59353,0.843254,1.01445,1,1,0,8.22835,0.75504
-7.3258,0.959738,1.01445,1,3,0,7.84409,0.565108
-7.21885,0.995446,1.01445,1,3,0,7.34102,0.655183
-7.34981,0.970561,1.01445,1,3,0,7.35524,0.710224
-7.27389,1,1.01445,1,1,0,7.33575,0.686896
-7.22682,0.993362,1.01445,1,3,0,7.3089,0.609748
-7.3919,0.961857,1.01445,1,3,0,7.39327,0.546671
-7.95596,0.797334,1.01445,1,3,0,8.61919,0.79603
-7.64553,1,1.01445,1,1,0,7.93346,0.762122
-7.37401,1,1.01445,1,1,0,7.58558,0.716084
-8.25601,0.849043,1.01445,1,3,0,8.27616,0.820558
-8.00794,1,1.01445,2,3,0,8.32869,0.800725
-8.048,0.992105,1.01445,1,1,0,8.22165,0.8042
-7.73288,1,1.01445,1,1,0,8.04088,0.772921
-7.41712,1,1.01445,1,1,0,7.66637,0.725429
-7.44354,0.993493,1.01445,1,1,0,7.49169,0.730615
-7.34416,0.96499,1.01445,2,3,0,7.69792,0.559559
-7.25881,1,1.01445,1,1,0,7.32286,0.590483
-7.54698,0.936046,1.01445,1,3,0,7.54701,0.513616
-7.41082,0.949318,1.01445,1,3,0,7.93764,0.724137
-7.41082,0.360417,1.01445,1,3,0,11.4832,0.724137
-7.59379,0.985586,1.01445,2,3,0,7.61402,0.755076
-7.63251,0.991167,1.01445,1,1,0,7.71926,0.760399
-7.22781,1,1.01445,1,3,0,7.55418,0.663194
-8.21531,0.831541,1.01445,2,3,0,8.50979,0.817557
-7.81328,1,1.01445,2,3,0,8.19216,0.781887
-7.48744,1,1.01445,2,3,0,7.75559,0.738537
-7.2103,0.9972,1.01445,1,3,0,7.46197,0.636808
-7.39753,0.951868,1.01445,1,3,0,7.43222,0.721332
-7.46749,0.956949,1.01445,1,3,0,7.82103,0.529311
-7.21032,1,1.01445,1,3,0,7.42416,0.635448
-7.48442,0.930246,1.01445,1,3,0,7.51871,0.525785
-7.46477,1,1.01445,1,1,0,7.55253,0.529887
-8.86245,0.431294,1.01445,2,3,0,10.9618,0.857131
-7.56601,0.986912,1.01445,1,3,0,8.61054,0.751052
-7.52376,1,1.01445,1,1,0,7.62592,0.744552
-7.41296,0.886527,1.01445,2,3,0,8.40608,0.541526
-7.47826,0.979927,1.01445,1,1,0,7.52904,0.527054
-8.55745,0.715703,1.01445,1,1,0,8.56155,0.390967
-7.23354,0.896858,1.01445,2,3,0,9.25397,0.604744
-7.27879,0.986492,1.01445,1,1,0,7.28064,0.581717
-7.25331,1,1.01445,1,1,0,7.27982,0.593194
-8.12089,0.751635,1.01445,1,3,0,8.57264,0.810235
-7.29576,0.944879,1.01445,1,3,0,8.3881,0.575218
-7.29576,0.619556,1.01445,2,3,0,9.14161,0.575218
-7.21889,1,1.01445,2,3,0,7.28715,0.655226
-7.59718,0.920763,1.01445,2,3,0,7.7701,0.755555
-7.31496,1,1.01445,2,3,0,7.51952,0.568587
-7.7042,0.634256,1.01445,2,3,0,9.33211,0.76951
-7.53197,1,1.01445,1,1,0,7.71021,0.745855
-7.53197,0.659784,1.01445,1,3,0,9.43028,0.745855
-7.50496,1,1.01445,2,3,0,7.59463,0.741493
-7.50496,0.515395,1.01445,1,3,0,10.4715,0.741493
-7.31684,1,1.01445,1,1,0,7.46156,0.701252
-7.22662,1,1.01445,2,3,0,7.29673,0.609906
-7.25336,0.81799,1.01445,2,3,0,8.19388,0.678135
-9.32324,0.56346,1.01445,1,3,0,9.83784,0.332595
-8.12169,1,1.01445,1,1,0,9.08624,0.433772
-7.74571,1,1.01445,1,1,0,8.11435,0.481133
-8.28717,0.84602,1.01445,1,1,0,8.37788,0.416375
-7.27202,1,1.01445,1,3,0,7.99208,0.584525
-7.27202,0.560327,1.01445,1,3,0,8.90864,0.584525
-7.28015,0.85884,1.01445,2,3,0,8.00393,0.689258
-7.51349,0.976289,1.01445,2,3,0,7.5274,0.519975
-8.17013,0.930777,1.01445,2,3,0,8.19523,0.428509
-7.44733,1,1.01445,1,1,0,7.95548,0.533661
-7.32072,1,1.01445,1,1,0,7.42487,0.566719
-7.33301,0.996235,1.01445,1,1,0,7.36404,0.562879
-7.33301,0.69166,1.01445,1,3,0,8.37396,0.562879
-7.72677,0.857217,1.01445,1,3,0,8.16247,0.772204
-10.608,0.608901,1.01445,1,3,0,10.8758,0.91812
-7.73421,0.984207,1.01445,2,7,0,9.83221,0.482824
-7.41756,1,1.01445,2,3,0,7.66122,0.540436
-8.3746,0.742829,1.01445,1,1,0,8.37598,0.40779
-7.82292,0.824035,1.01445,1,3,0,9.6563,0.782908
-7.69974,0.939655,1.01445,2,3,0,8.63839,0.768968
-7.51376,0.900051,1.01445,2,3,0,8.61604,0.519923
-7.71398,0.939464,1.01445,1,1,0,7.7771,0.485845
-10.7249,0.60833,1.01445,2,7,0,10.7251,0.920898
-7.4335,0.926735,1.01445,1,3,0,10.6066,0.728685
-7.4335,0.519969,1.01445,1,3,0,10.0218,0.728685
-7.9004,0.897108,1.01445,1,1,0,7.90252,0.790758
-7.83034,0.933903,1.01445,2,3,0,8.86335,0.783688
-7.22509,1,1.01445,2,3,0,7.74097,0.611189
-7.51126,0.932203,1.01445,1,3,0,7.51853,0.52041
-7.2873,1,1.01445,1,1,0,7.44568,0.578369
-7.22039,0.984673,1.01445,2,3,0,7.38103,0.6156
-7.22637,0.85388,1.01445,2,3,0,7.9905,0.662082
-8.47557,0.801339,1.01445,2,3,0,8.78327,0.835382
-7.93208,1,1.01445,1,1,0,8.42555,0.793798
-7.27009,0.95686,1.01445,1,3,0,8.11522,0.585356
-8.18807,0.796028,1.01445,1,3,0,8.20314,0.426597
-7.69236,1,1.01445,1,1,0,8.11558,0.489143
-7.36305,1,1.01445,2,3,0,7.60816,0.713492
-7.25997,1,1.01445,1,1,0,7.3374,0.68116
-7.22417,1,1.01445,1,1,0,7.25039,0.660274
-7.27011,0.995249,1.01445,2,3,0,7.27018,0.68541
-7.25258,0.871883,1.01445,2,3,0,8.04096,0.593566
-7.35391,0.98981,1.01445,2,3,0,7.35483,0.711255
-7.2346,1,1.01445,1,3,0,7.3219,0.667904
-7.21828,1,1.01445,1,1,0,7.23043,0.654546
-7.23283,0.998604,1.01445,2,3,0,7.23291,0.605233
-7.28285,0.975972,1.01445,2,3,0,7.36956,0.690242
-7.22373,1,1.01445,2,3,0,7.26881,0.612381
-7.40679,0.957035,1.01445,1,3,0,7.40975,0.543006
-8.68598,0.606706,1.01445,1,3,0,9.82596,0.847798
-8.12056,1,1.01445,1,1,0,8.66041,0.810208
-7.21255,0.975713,1.01445,1,3,0,8.12351,0.626607
-7.23611,0.992764,1.01445,1,3,0,7.24807,0.668853
-7.21382,0.990512,1.01445,2,3,0,7.29575,0.624137
-7.22445,0.996878,1.01445,1,1,0,7.22454,0.611746
-7.91842,0.809284,1.01445,1,3,0,8.18909,0.792499
-7.91842,0.674062,1.01445,1,3,0,10.5035,0.792499
-7.41153,1,1.01445,1,1,0,7.79986,0.724281
-7.82888,0.906232,1.01445,1,1,0,7.83129,0.783535
-7.31748,0.89276,1.01445,2,3,0,8.93131,0.567763
-7.36889,0.984323,1.01445,1,1,0,7.39289,0.552645
-7.29102,1,1.01445,1,1,0,7.35836,0.576963
-7.43636,0.956322,1.01445,1,1,0,7.44425,0.536106
-7.43636,0.735393,1.01445,1,3,0,8.33954,0.536106
-7.24835,1,1.01445,2,3,0,7.37914,0.595793
-7.8048,0.834344,1.01445,1,3,0,8.10549,0.780979
-8.3561,0.896066,1.01445,1,1,0,8.39183,0.827585
-7.58018,0.907127,1.01445,1,3,0,9.21128,0.507618
-7.76796,0.943119,1.01445,1,1,0,7.85227,0.477915
-7.28189,0.977295,1.01445,1,3,0,7.90891,0.689896
-7.50108,0.978778,1.01445,2,3,0,7.512,0.52242
-7.74839,0.925782,1.01445,1,1,0,7.80251,0.480742
-8.26174,0.853341,1.01445,1,1,0,8.35611,0.418946
-7.21058,1,1.01445,1,3,0,8.06472,0.632944
-7.54951,0.911861,1.01445,1,3,0,7.6275,0.748572
-7.23453,0.980461,1.01445,1,3,0,7.61536,0.604072
-8.12863,0.753287,1.01445,1,3,0,8.52204,0.810856
-8.22267,0.982417,1.01445,1,1,0,8.40397,0.818106
-8.51915,0.94855,1.01445,1,1,0,8.66436,0.838083
-8.9488,0.93354,1.01445,1,1,0,9.10693,0.861389
-8.7982,1,1.01445,1,1,0,9.20106,0.853835
-8.85099,0.991873,1.01445,1,1,0,9.15776,0.856551
-7.29812,0.922623,1.01445,1,3,0,9.25425,0.574365
-7.54642,0.877354,1.01445,2,3,0,8.00145,0.748099
-7.39897,1,1.01445,2,3,0,7.53296,0.721643
-7.21031,0.874154,1.01445,2,3,0,8.28345,0.635869
-8.00724,0.807954,1.01445,1,3,0,8.10497,0.446849
-7.69413,1,1.01445,1,1,0,8.01188,0.488871
-7.2282,0.992672,1.01445,1,3,0,7.70188,0.663493
-7.43277,0.546034,1.01445,2,3,0,10.2703,0.728543
-7.91778,0.959334,1.01445,2,3,0,7.92768,0.457795
-7.61385,1,1.01445,1,1,0,7.90302,0.501807
-7.76283,0.954601,1.01445,1,1,0,7.86265,0.47865
-7.22351,1,1.01445,1,3,0,7.62409,0.612584
-7.24618,0.99327,1.01445,1,1,0,7.24738,0.59698
-7.36466,0.964666,1.01445,1,1,0,7.3656,0.553787
-7.91283,0.932181,1.01445,2,3,0,7.91699,0.458422
-7.76974,1,1.01445,1,1,0,8.01667,0.477659
-7.32206,1,1.01445,2,3,0,7.68616,0.702766
-7.23921,1,1.01445,1,1,0,7.29996,0.670722
-8.28176,0.746304,1.01445,1,3,0,8.55622,0.416919
-8.19719,1,1.01445,1,1,0,8.54485,0.425633
-7.66171,1,1.01445,1,1,0,8.10033,0.493953
-7.54645,0.907415,1.01445,1,3,0,8.31237,0.748104
-8.73162,0.836135,1.01445,1,3,0,8.74604,0.850298
-7.26591,1,1.01445,1,3,0,8.56112,0.6837
-7.24689,1,1.01445,1,1,0,7.26742,0.674935
-7.66615,0.884451,1.01445,1,3,0,7.84275,0.493246
-8.19607,0.663595,1.01445,2,3,0,9.57153,0.816107
